id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle
ALLE-HARDWARE-108;ALLE;HARDWARE;Speicher;SC;Was ist der Formfaktor bei RAM (DIMM/SO-DIMM)?;Die Geschwindigkeit;Die physische Größe/Bauform;Die Speicherkapazität;;b;SO-DIMM wird in Laptops verwendet.;leicht;IHK
ALLE-HARDWARE-109;ALLE;HARDWARE;Bus;SC;Was ist der Systembus?;Ein USB-Kabel;Verbindung zwischen CPU, RAM und Ein-/Ausgabe;Ein Lüfteranschluss;;b;Besteht aus Daten-, Adress- und Steuerbus.;mittel;IHK
ALLE-HARDWARE-110;ALLE;HARDWARE;Schnittstellen;SC;Was ist SATA Express?;Ein Stromstecker;Schnittstelle zur Anbindung von SSDs via PCIe;Ein WLAN-Standard;;b;Wurde weitgehend von M.2 (NVMe) abgelöst.;schwer;IHK
ALLE-HARDWARE-111;ALLE;HARDWARE;CPU;SC;Was ist der L1-Cache?;Der größte Cache;Sehr kleiner, aber extrem schneller Cache in der CPU;Externer Speicher;;b;Liegt direkt im Prozessorkern.;mittel;IHK
ALLE-HARDWARE-112;ALLE;HARDWARE;Speicher;SC;Was ist ein RAID 5?;Spiegelung;Datenverteilung mit Parität über mindestens 3 Platten;Nur Striping;;b;Bietet gute Performance und Ausfallsicherheit einer Platte.;mittel;IHK
ALLE-HARDWARE-113;ALLE;HARDWARE;Anschlüsse;SC;Was ist eSATA?;Interner SATA;Externer Anschluss für SATA-Festplatten;Stromanschluss;;b;Wurde weitgehend von USB 3.0/3.1 verdrängt.;mittel;IHK
ALLE-HARDWARE-114;ALLE;HARDWARE;CPU;SC;Was ist Multi-Threading?;Ein Kern;Gleichzeitige Abarbeitung mehrerer Threads;Lüftersteuerung;;b;Erhöht die Effizienz der Prozessor-Auslastung.;mittel;IHK
ALLE-HARDWARE-115;ALLE;HARDWARE;Speicher;SC;Was ist ein RAID 1?;Striping;Mirroring (Spiegelung der Daten auf zwei Platten);Parität;;b;Dient der hohen Datensicherheit.;leicht;IHK
ALLE-HARDWARE-116;ALLE;HARDWARE;Peripherie;SC;Was ist ein Grafiktablet?;Ein kleiner Monitor;Eingabegerät für präzises Zeichnen mit einem Stift;Ein Scanner;;b;Wird oft von Grafikern und Designern genutzt.;leicht;IHK
ALLE-HARDWARE-117;ALLE;HARDWARE;Bus;SC;Was ist USB 4?;Ein alter Standard;Neuester USB-Standard mit bis zu 40 oder 80 Gbit/s;Ein Monitor-Kabel;;b;Basiert technisch auf Thunderbolt 3.;mittel;IHK
ALLE-HARDWARE-118;ALLE;HARDWARE;Grafik;SC;Was ist der Grafikprozessor (GPU)?;Der CPU-Lüfter;Recheneinheit speziell für Grafik- und Berechnungsaufgaben;Ein Gehäusetyp;;b;Besitzt oft tausende kleine Kerne für parallele Berechnungen.;leicht;IHK
ALLE-HARDWARE-119;ALLE;HARDWARE;CPU;SC;Was ist ein Die?;Ein Gehäuse;Das eigentliche Halbleiterplättchen einer CPU;Ein Lüfter;;b;Wird aus einem Wafer geschnitten.;schwer;IHK
ALLE-HARDWARE-120;ALLE;HARDWARE;Mainboard;SC;Was ist die Southbridge?;CPU-Kühler;Chip für Ein-/Ausgabefunktionen (SATA, USB, PCI);RAM-Steckplatz;;b;Übernimmt die Steuerung langsamerer Systemkomponenten.;schwer;IHK
ALLE-HARDWARE-121;ALLE;HARDWARE;Monitor;SC;Was ist eine Refresh Rate (Hz)?;Helligkeit;Anzahl der Bildwiederholungen pro Sekunde;Anzahl der Farben;;b;Höhere Werte sorgen für ein flüssigeres Bild.;leicht;IHK
ALLE-HARDWARE-122;ALLE;HARDWARE;Speicher;SC;Was ist NVMe?;Ein CPU-Modell;Protokoll für schnellen Zugriff auf SSDs via PCIe;Ein WLAN-Typ;;b;Non-Volatile Memory Express.;mittel;IHK
ALLE-HARDWARE-123;ALLE;HARDWARE;Netzteil;SC;Was ist ein modulares Netzteil?;Strom für Laptops;Netzteil mit abnehmbaren Kabelsträngen;Besonders klein;;b;Erlaubt besseres Kabelmanagement im Gehäuse.;leicht;IHK
ALLE-HARDWARE-124;ALLE;HARDWARE;Peripherie;SC;Was ist Ghosting bei Tastaturen?;Tasten leuchten;Nicht-Erkennung von gleichzeitig gedrückten Tasten;Automatisches Tippen;;b;Gaming-Tastaturen haben meist 'Anti-Ghosting'.;mittel;IHK
ALLE-HARDWARE-125;ALLE;HARDWARE;CPU;SC;Was ist IPC (Instructions Per Cycle)?;Taktrate;Anzahl der Befehle, die eine CPU pro Takt ausführt;Anzahl der Kerne;;b;Maß für die Effizienz einer CPU-Architektur.;schwer;IHK
ALLE-HARDWARE-126;ALLE;HARDWARE;Monitor;SC;Was ist die Reaktionszeit (Ms)?;Helligkeit;Zeit für den Farbwechsel eines Pixels;Anzahl der Anschlüsse;;b;Niedrige Werte verhindern Schlierenbildung.;leicht;IHK
ALLE-HARDWARE-127;ALLE;HARDWARE;Kühlung;SC;Was ist eine Vapor Chamber?;Ein Lüfter;Flache Kammer zur effizienten Wärmeverteilung (Flüssigkeit);Ein Gehäusetyp;;b;Effektiver als herkömmliche Heatpipes bei flachen Geräten.;schwer;IHK
ALLE-HARDWARE-128;ALLE;HARDWARE;Peripherie;SC;Was ist ein Barcodescanner?;Ein Drucker;Eingabegerät zum Einlesen optischer Codes;Ein Monitor;;b;Wandelt den Code in Ziffernfolgen um.;leicht;IHK
ALLE-HARDWARE-129;ALLE;HARDWARE;CPU;SC;Was ist der Sockel?;Ein Lüfter;Die physische Steckverbindung für die CPU auf dem Board;Ein Kabel;;b;Muss exakt zur CPU-Generation passen.;leicht;IHK
ALLE-HARDWARE-130;ALLE;HARDWARE;Schnittstellen;SC;Was ist ein PCIe-Lane?;Ein Stromkabel;Ein Datenpfad des PCIe-Busses;Ein Lüfteranschluss;;b;Mehr Lanes bedeuten eine höhere Bandbreite (z.B. x16).;schwer;IHK
ALLE-HARDWARE-131;ALLE;HARDWARE;Monitor;SC;Was ist die Farbtiefe (Bit)?;Helligkeit;Anzahl der darstellbaren Farbabstufungen;Monitorgröße;;b;8-Bit oder 10-Bit sind heute üblich.;mittel;IHK
ALLE-HARDWARE-132;ALLE;HARDWARE;CPU;SC;Was ist die Pipeline?;Ein Kühler;Technik zur parallelen Befehlsverarbeitung in der CPU;Ein Gehäusetyp;;b;Zerlegt Befehle in Teilschritte für höheren Durchsatz.;schwer;IHK
ALLE-HARDWARE-133;ALLE;HARDWARE;Speicher;SC;Was ist ein RAID 6?;Spiegelung;Wie RAID 5, verkraftet aber Ausfall von 2 Platten;Nur Striping;;b;Nutzt doppelte Parität.;schwer;IHK
ALLE-HARDWARE-134;ALLE;HARDWARE;CPU;SC;Was ist SMT (Simultaneous Multithreading)?;Ein CPU-Lüfter;Technik zur besseren Auslastung der Kerne (z.B. Hyper-Threading);Ein RAM-Typ;;b;Ein physischer Kern verarbeitet zwei Threads gleichzeitig.;schwer;IHK
ALLE-HARDWARE-135;ALLE;HARDWARE;Monitor;SC;Was ist HDR (High Dynamic Range)?;Hohe Auflösung;Größerer Kontrast- und Farbumfang;Hohe Bildrate;;b;Sorgt für realistischere Licht- und Schatteneffekte.;mittel;IHK
ALLE-HARDWARE-136;ALLE;HARDWARE;Speicher;SC;Was ist ECC-RAM?;Schnellerer RAM;RAM mit Fehlerkorrektur (Error Correction Code);RAM für Laptops;;b;Wird vor allem in Servern und Workstations eingesetzt.;mittel;IHK
ALLE-HARDWARE-137;ALLE;HARDWARE;CPU;SC;Was ist das Stepping?;Lüfterdrehzahl;Revisionsnummer eines Prozessors (Design-Anpassung);Taktrate;;b;Höhere Steppings beheben oft Hardware-Bugs.;schwer;IHK
ALLE-HARDWARE-138;ALLE;HARDWARE;Speicher;SC;Was ist ein Flash-Speicher?;Magnetisch;Nicht-flüchtiger elektronischer Speicher (z.B. in SSDs);Flüchtiger RAM;;b;Basiert auf Floating-Gate-Transistoren.;leicht;IHK
ALLE-HARDWARE-139;ALLE;HARDWARE;Peripherie;SC;Was ist die DPI-Zahl bei einer Maus?;Lautstärke;Dots Per Inch (Empfindlichkeit des Sensors);Kabellänge;;b;Höhere DPI bedeuten schnellere Cursor-Bewegungen.;leicht;IHK
ALLE-HARDWARE-140;ALLE;HARDWARE;Netzteil;SC;Was bedeutet '80 PLUS Gold'?;Kabelfarbe;Zertifikat für hohe Energieeffizienz (über 90%);Besonders schwer;;b;Spart Stromkosten und reduziert Abwärme.;mittel;IHK
ALLE-HARDWARE-141;ALLE;HARDWARE;CPU;SC;Was ist der Cache?;Ein Lüfter;Schneller Zwischenspeicher zur Beschleunigung von Zugriffen;Eine Festplatte;;b;Man unterscheidet L1, L2 und L3 Cache.;leicht;IHK
ALLE-HARDWARE-142;ALLE;HARDWARE;Kühlung;SC;Was ist ein Passivkühler?;Ein Lüfter;Kühlkörper ohne bewegliche Teile (nur Wärmeleitung/-strahlung);Eine Wasserkühlung;;b;Völlig lautlos, aber weniger leistungsfähig.;leicht;IHK
ALLE-HARDWARE-143;ALLE;HARDWARE;Bus;SC;Was ist SATA?;Netzwerkkabel;Schnittstelle für den Anschluss von Festplatten/SSDs;Stromkabel;;b;Serial AT Attachment.;leicht;IHK
ALLE-HARDWARE-144;ALLE;HARDWARE;CPU;SC;Was ist Übertaktung (Overclocking)?;CPU kühlen;Betrieb der CPU mit höherem Takt als spezifiziert;CPU drosseln;;b;Erhöht die Leistung, aber auch Wärme und Risiko.;leicht;IHK
ALLE-HARDWARE-145;ALLE;HARDWARE;Speicher;SC;Was ist ein RAID 0?;Spiegelung;Striping (Daten werden aufgeteilt, keine Sicherheit);Parität;;b;Erhöht die Geschwindigkeit, aber das Ausfallrisiko.;mittel;IHK
ALLE-HARDWARE-146;ALLE;HARDWARE;Peripherie;SC;Was ist Plug & Play?;Hardware löschen;Automatische Erkennung und Konfiguration von Hardware;Manuelle Treiber-Installation;;b;Nutzer muss kaum noch manuell eingreifen.;leicht;IHK
ALLE-HARDWARE-147;ALLE;HARDWARE;Monitor;SC;Was ist die Auflösung?;Helligkeit;Anzahl der Bildpunkte (Pixel) in Breite und Höhe;Farbanzahl;;b;Beispiel: 1920 x 1080 (Full HD).;leicht;IHK
ALLE-HARDWARE-148;ALLE;HARDWARE;CPU;SC;Was ist ein Microcode-Update?;Ein Gehäuse-Update;Software-Korrektur für Befehlsabläufe direkt in der CPU;Ein neuer Treiber;;b;Wichtig zum Patchen von Hardware-Lücken wie Spectre/Meltdown.;schwer;IHK
ALLE-HARDWARE-149;ALLE;HARDWARE;Schnittstellen;SC;Was ist NVMe-oF?;Ein WLAN-Typ;NVMe over Fabrics (Netzwerk-Protokoll für Storage);Ein USB-Standard;;b;Ermöglicht schnellen NVMe-Zugriff über Glasfaser oder Ethernet.;schwer;IHK
ALLE-HARDWARE-150;ALLE;HARDWARE;Monitor;SC;Was ist Local Dimming?;Farbanpassung;Zonenweise Steuerung der Hintergrundbeleuchtung;Monitor-Abschaltung;;b;Verbessert den Kontrast bei LCD/LED-Monitoren deutlich.;schwer;IHK
ALLE-HARDWARE-151;ALLE;HARDWARE;CPU;SC;Was ist AVX (Advanced Vector Extensions)?;Kühler-Typ;Befehlssatzerweiterung für Gleitkommaberechnungen;Ein RAM-Slot;;b;Beschleunigt Video-Encoding und wissenschaftliche Berechnungen.;schwer;IHK
ALLE-HARDWARE-152;ALLE;HARDWARE;SSD;SC;Was ist QLC-Flash?;Schnellster Flash;Quadruple Level Cell (4 Bit pro Zelle, günstig);Altes Festplattenformat;;b;Hohe Kapazität, aber geringere Lebensdauer als TLC/MLC.;mittel;IHK
ALLE-HARDWARE-153;ALLE;HARDWARE;Peripherie;SC;Was ist eine Dockingstation?;Ein Monitor;Zentraler Anschluss-Hub für Laptops (Strom, Ports);Ein Gehäusetyp;;b;Erleichtert den Wechsel zwischen mobilem und stationärem Büro.;leicht;IHK
ALLE-HARDWARE-154;ALLE;HARDWARE;CPU;SC;Was ist Thermal Design Power (TDP)?;CPU-Geschwindigkeit;Maß für die maximale Wärmeabgabe einer CPU (in Watt);RAM-Kapazität;;b;Wichtig für die Dimensionierung des Kühlers.;mittel;IHK
ALLE-HARDWARE-155;ALLE;HARDWARE;Monitor;SC;Was ist G-Sync/FreeSync?;Farbanpassung;Synchronisation von Monitor- und GPU-Bildrate;Monitor-Helligkeit;;b;Verhindert Bildreißen (Tearing) bei Spielen.;mittel;IHK
ALLE-HARDWARE-156;ALLE;HARDWARE;Mainboard;SC;Was ist der Formfaktor ATX?;CPU-Geschwindigkeit;Standardisierte Baugröße für Mainboards/Gehäuse;Ein RAM-Typ;;b;Weitere: Micro-ATX, Mini-ITX.;leicht;IHK
ALLE-HARDWARE-157;ALLE;HARDWARE;Kühlung;SC;Was ist eine Heatpipe?;Ein Stromkabel;Röhre zur schnellen Wärmeweiterleitung (Phasenwechsel);Ein Lüfterrad;;b;Hocheffektive Methode zur Kühlung in Laptops/PCs.;mittel;IHK
ALLE-HARDWARE-158;ALLE;HARDWARE;CPU;SC;Was ist Multi-Core?;Ein sehr großer Kern;Prozessor mit mehreren unabhängigen Rechenkernen;Mehrere CPUs;;b;Ermöglicht echtes paralleles Arbeiten.;leicht;IHK
ALLE-HARDWARE-159;ALLE;HARDWARE;Speicher;SC;Was ist eine SSD?;Magnetfestplatte;Solid State Drive (Flash-Speicher ohne Mechanik);RAM-Modul;;b;Viel schneller und robuster als HDDs.;leicht;IHK
ALLE-HARDWARE-160;ALLE;HARDWARE;Server;SC;Was bedeutet 'Hot-Plug'?;CPU wird heiß;Komponenten im laufenden Betrieb ein- oder ausstecken;Übertakten;;b;Standard bei Festplatten in Server-Racks.;mittel;Zusatz
ALLE-HARDWARE-161;ALLE;HARDWARE;Bus;SC;Was ist NVLink?;Ein USB-Standard;Hochgeschwindigkeitsverbindung zwischen GPUs (NVIDIA);Ein WLAN-Standard;;b;Viel höhere Bandbreite als PCIe für GPU-Kommunikation.;schwer;Zusatz
ALLE-HARDWARE-162;ALLE;HARDWARE;Storage;SC;Was ist Tiered Storage?;Ein RAID-Level;Automatische Verteilung von Daten auf versch. Speichermedien;Ein Cloud-Dienst;;b;Häufig genutzte Daten auf SSD, seltenere auf HDD.;schwer;Zusatz
ALLE-HARDWARE-163;ALLE;HARDWARE;Speicher;SC;Was ist DDR5?;Grafikchip;Aktuelle Generation von Arbeitsspeicher (RAM);Ein USB-Standard;;b;Bietet höhere Taktraten und geringere Spannung als DDR4.;leicht;Zusatz
ALLE-HARDWARE-164;ALLE;HARDWARE;Mainboard;SC;Was ist die Northbridge?;Netzteil-Teil;Veralteter Chip zur Anbindung von CPU an RAM/Grafik;USB-Anschluss;;b;Heute fast immer direkt in die CPU integriert.;schwer;Zusatz
ALLE-HARDWARE-165;ALLE;HARDWARE;CPU;SC;Was ist der Befehlssatz x86?;Ein Gehäusetyp;Standard-Architektur für PC-Prozessoren;Ein RAM-Standard;;b;Ursprünglich von Intel entwickelt.;leicht;Zusatz
ALLE-HARDWARE-166;ALLE;HARDWARE;Schnittstellen;SC;Was ist SAS?;Ein WLAN-Standard;Serial Attached SCSI (Enterprise-Storage-Schnittstelle);Ein Monitoranschluss;;b;Schneller und zuverlässiger als SATA, für Server gedacht.;schwer;Zusatz
ALLE-HARDWARE-167;ALLE;HARDWARE;Kühlung;SC;Was ist 'Undervolting'?;Lüfter ausschalten;Reduzierung der Spannung zur Senkung von Hitze/Verbrauch;Taktrate erhöhen;;b;Häufig bei Enthusiasten oder in Laptops genutzt.;mittel;Zusatz
ALLE-HARDWARE-168;ALLE;HARDWARE;SSD;SC;Was ist ein Wear-Leveling-Algorithmus?;Löscht Daten;Gleichmäßige Verteilung der Schreibvorgänge auf Zellen;Virenscanner;;b;Verlängert die Lebensdauer von SSDs erheblich.;mittel;Zusatz
ALLE-HARDWARE-169;ALLE;HARDWARE;Schnittstellen;SC;Was ist HDMI 2.1?;Ein alter Standard;Aktueller Standard für 4K/120Hz oder 8K/60Hz Video;Ein Stromkabel;;b;Bietet deutlich höhere Bandbreite als HDMI 2.0.;mittel;Zusatz
ALLE-HARDWARE-170;ALLE;HARDWARE;Nachhaltigkeit;SC;Was bedeutet Green IT?;Grüne Computergehäuse;Umweltverträgliche Gestaltung von IT über den Lebenszyklus;Günstige Hardware;;b;Beinhaltet Energieeffizienz und Recycling.;leicht;Zusatz
ALLE-HARDWARE-171;ALLE;HARDWARE;Storage;SC;Was ist IOPS?;Festplattengröße;Input/Output Operations Per Second (Leistungsmaß);Stromverbrauch;;b;Wichtige Kennzahl für die Geschwindigkeit von SSDs/HDDs.;mittel;Zusatz
ALLE-HARDWARE-172;ALLE;HARDWARE;Kühlung;SC;Was ist eine AiO (All-in-One)?;Ein kompletter PC;Geschlossenes, wartungsfreies Wasserkühlungssystem;Ein RAM-Modul;;b;Kombiniert Pumpe, Schläuche und Radiator in einem Set.;leicht;Zusatz
ALLE-HARDWARE-173;ALLE;HARDWARE;Server;SC;Was ist eine Riser-Card?;Ein CPU-Kühler;Winkeladapter zur horizontalen Montage von Erweiterungskarten;Ein RAM-Riegel;;b;Wird in flachen Server-Gehäusen (1HE) genutzt.;mittel;Zusatz
ALLE-HARDWARE-174;ALLE;HARDWARE;Kühlung;SC;Was ist ein Heatspreader?;Ein Lüfter;Metallkappe auf der CPU zur besseren Wärmeverteilung;Ein Kühlmittel;;b;Sorgt für Kontaktfläche zum Kühler.;leicht;Zusatz
ALLE-HARDWARE-175;ALLE;HARDWARE;Grafik;SC;Was ist TGP (Total Graphics Power)?;RAM-Größe;Maximale Leistungsaufnahme einer Grafikkarte;Bildrate;;b;Wichtig für die Dimensionierung des Netzteils.;mittel;Zusatz
ALLE-HARDWARE-176;ALLE;HARDWARE;CPU;SC;Was bedeutet Overclocking?;Strom sparen;Betrieb einer Komponente mit höherem Takt als spezifiziert;Kühler reinigen;;b;Erhöht die Leistung, aber auch Hitze und Risiko.;leicht;Zusatz
ALLE-HARDWARE-177;ALLE;HARDWARE;Storage;SC;Was ist ein NAS (Network Attached Storage)?;Ein CPU-Typ;Netzwerkspeicher für den gemeinsamen Dateizugriff;Ein WLAN-Stick;;b;Quasi ein 'Festplatten-Server' im LAN.;leicht;Zusatz
ALLE-HARDWARE-178;ALLE;HARDWARE;CPU;SC;Was ist ein Mikrocode?;Eine Programmiersprache;Interne Befehlssteuerung direkt in der CPU;Ein kleiner RAM;;b;Kann durch BIOS-Updates aktualisiert werden.;schwer;Zusatz
ALLE-HARDWARE-179;ALLE;HARDWARE;Elektrotechnik;SC;Was ist die Einheit der elektrischen Leistung?;Volt (V);Watt (W);Ampere (A);;b;Berechnet aus Spannung mal Stromstärke (P = U * I).;leicht;Zusatz
ALLE-HARDWARE-180;ALLE;HARDWARE;CPU;SC;Was ist ein SoC (System on a Chip)?;Ein großer Server;Chip, der fast alle Funktionen eines PCs vereint;Ein Grafikkartentyp;;b;Häufig in Smartphones und Tablets (z.B. Apple M-Serie).;mittel;Zusatz
ALLE-HARDWARE-181;ALLE;HARDWARE;Speicher;SC;Was ist ein Cold Storage?;Gekühlter Serverraum;Speichermedien für Daten, auf die selten zugegriffen wird;RAM-Speicher;;b;Meist Magnetbänder (LTO) oder spezialisierte Cloud-Archive.;mittel;Zusatz
ALLE-HARDWARE-182;ALLE;HARDWARE;Bus;SC;Was ist Front Side Bus (FSB)?;Ein Strombus;Veraltete Schnittstelle zwischen CPU und Northbridge;Ein USB-Standard;;b;Wurde durch QPI oder HyperTransport ersetzt.;schwer;Zusatz
ALLE-HARDWARE-183;ALLE;HARDWARE;Netzteil;SC;Was ist die 80-Plus-Zertifizierung?;RAM-Geschwindigkeit;Kennzeichnung für die Energieeffizienz von Netzteilen;Monitor-Helligkeit;;b;Stufen: Bronze, Silber, Gold, Platinum, Titanium.;mittel;Zusatz
ALLE-HARDWARE-184;ALLE;HARDWARE;Speicher;SC;Was ist die S.M.A.R.T.-Technologie?;Schneller RAM;Überwachungssystem für Festplattenzustände;Virenscanner;;b;Self-Monitoring, Analysis and Reporting Technology.;mittel;Zusatz
ALLE-HARDWARE-185;ALLE;HARDWARE;CPU;SC;Was ist eine ALU?;Lüftersteuerung;Rechenwerk einer CPU für arithmetische/logische Operationen;RAM-Speicher;;b;Arithmetic Logic Unit.;mittel;Zusatz
ALLE-HARDWARE-186;ALLE;HARDWARE;Kühlung;SC;Was ist ein Peltierelement?;Ein Lüfter;Bauteil, das bei Stromfluss eine Seite kühlt;Ein Kühlmittel;;b;Ermöglicht Kühlung unter Raumtemperatur (Achtung Kondenswasser).;schwer;Zusatz
ALLE-HARDWARE-187;ALLE;HARDWARE;SSD;SC;Was ist SLC (Single Level Cell)?;Billige SSD;Flash-Speicher, der 1 Bit pro Zelle speichert;RAM-Typ;;b;Sehr langlebig und schnell, aber teuer.;schwer;Zusatz
ALLE-HARDWARE-188;ALLE;HARDWARE;Elektrotechnik;SC;Was ist der Ohmsche Widerstand?;Spannung;Eigenschaft eines Leiters, den Stromfluss zu hemmen;Leistung;;b;Einheit: Ohm (Ω).;leicht;Zusatz
ALLE-HARDWARE-189;ALLE;HARDWARE;Elektrotechnik;SC;Was ist die elektrische Spannung?;Stromstärke;Potenzialdifferenz zwischen zwei Punkten;Widerstand;;b;Einheit: Volt (V).;leicht;Zusatz
ALLE-HARDWARE-190;ALLE;HARDWARE;Speicher;SC;Was ist ein Write-Back-Cache?;Datensicherung;Daten werden erst im Cache gesammelt und später geschrieben;Virenscanner;;b;Schneller, aber riskanter bei Stromausfall (ohne USV).;schwer;Zusatz
ALLE-HARDWARE-191;ALLE;HARDWARE;Elektrotechnik;SC;Was ist die elektrische Stromstärke?;Spannung;Fluss von elektrischer Ladung pro Zeit;Widerstand;;b;Einheit: Ampere (A).;leicht;Zusatz
ALLE-HARDWARE-192;ALLE;HARDWARE;Netzteil;SC;Was ist eine 'modulare' Bauweise bei Netzteilen?;Feste Kabel;Kabel können einzeln angesteckt oder entfernt werden;Mehr Leistung;;b;Sorgt für Ordnung und besseren Luftstrom im Gehäuse.;leicht;Zusatz
ALLE-HARDWARE-193;ALLE;HARDWARE;Monitor;SC;Was ist die Bildwiederholrate (Hz)?;Auflösung;Anzahl der pro Sekunde angezeigten Bilder;Helligkeit;;b;Standard ist 60 Hz, Gaming-Monitore haben 144 Hz oder mehr.;leicht;Zusatz
ALLE-HARDWARE-194;ALLE;HARDWARE;Speicher;SC;Was ist ein Speicherkontroller?;Ein RAM-Riegel;Komponente zur Steuerung des Datenflusses zum RAM;Ein Festplattentyp;;b;Früher auf der Northbridge, heute meist in der CPU.;schwer;Zusatz
ALLE-HARDWARE-195;ALLE;HARDWARE;SSD;SC;Was ist QLC (Quad Level Cell)?;Schnellste SSD;Flash-Speicher, der 4 Bit pro Zelle speichert;RAM-Standard;;b;Günstiger und höhere Kapazität, aber weniger langlebig.;schwer;Zusatz
ALLE-HARDWARE-196;ALLE;HARDWARE;Mainboard;SC;Was ist ein Formfaktor?;CPU-Geschwindigkeit;Standardisierte Abmessung von Gehäusen und Boards;Netzteil-Leistung;;b;Beispiele: ATX, Micro-ATX, ITX.;leicht;Zusatz
ALLE-HARDWARE-197;ALLE;HARDWARE;Monitor;SC;Was ist Nits?;Auflösung;Einheit für die Leuchtdichte (Helligkeit);Anzahl der Farben;;b;Wichtig für die Lesbarkeit bei Sonnenlicht.;mittel;Zusatz
ALLE-HARDWARE-198;ALLE;HARDWARE;Peripherie;SC;Was ist ein Barcodescanner (Lasertyp)?;Kamera;Lese-Einheit, die Lichtreflexionen von Strichen misst;Ein Drucker;;b;Wird oft in Lager und Logistik eingesetzt.;leicht;Zusatz
ALLE-HARDWARE-199;ALLE;HARDWARE;Server;SC;Was bedeutet 'Redundanz' bei Netzteilen?;Mehr Watt;Zwei Netzteile übernehmen beim Ausfall des anderen;Strom sparen;;b;Erhöht die Hochverfügbarkeit eines Servers.;mittel;Zusatz
ALLE-HARDWARE-200;ALLE;HARDWARE;Kühlung;SC;Was ist eine Passive Kühlung?;Wasserkühlung;Kühlung nur durch Kühlkörper ohne bewegliche Teile (Lüfter);Flüssigstickstoff;;b;Vorteil: Absolut lautlos.;leicht;Zusatz
ALLE-HARDWARE-201;ALLE;HARDWARE;CPU;SC;Was ist ein Befehlssatz (ISA)?;Ein Programm;Schnittstelle zwischen Hardware und Software (z.B. x86);Ein Gehäusetyp;;b;Instruction Set Architecture.;mittel;Zusatz
ALLE-HARDWARE-202;ALLE;HARDWARE;Storage;SC;Was ist eine Hot-Swap-Festplatte?;Immer heiß;Festplatte, die im laufenden Betrieb getauscht werden kann;Sehr schnelle SSD;;b;Wichtig für die Wartung ohne Server-Downtime.;mittel;Zusatz
ALLE-HARDWARE-203;ALLE;HARDWARE;Elektrotechnik;SC;Was ist ein Kurzschluss?;Viel Widerstand;Verbindung von Polen ohne nennenswerten Widerstand;Stromausfall;;b;Führt zu extrem hohen Strömen und Brandgefahr.;leicht;Zusatz
ALLE-HARDWARE-204;ALLE;HARDWARE;Kühlung;SC;Was ist Flüssigmetall?;Normales Öl;Wärmeleitmittel mit extrem hoher Leitfähigkeit;Ein Gehäusetyp;;b;Wird oft für High-End-Overclocking genutzt.;schwer;Zusatz
ALLE-HARDWARE-205;ALLE;HARDWARE;Storage;SC;Was ist ein SAN (Storage Area Network)?;Ein USB-Stick;Eigenes Netzwerk für den Zugriff auf Speicherressourcen;Ein WLAN-Standard;;b;Wird in großen Rechenzentren für Block-Storage genutzt.;schwer;Zusatz
ALLE-HARDWARE-206;ALLE;HARDWARE;Elektrotechnik;SC;Was ist die elektrische Kapazität?;Widerstand;Fähigkeit eines Bauteils, elektrische Ladung zu speichern;Leistung;;b;Bauteil: Kondensator. Einheit: Farad (F).;mittel;Zusatz
ALLE-HARDWARE-207;ALLE;HARDWARE;Kühlung;SC;Was ist der Unterschied zwischen Luft- und Wasserkühlung?;Luft ist immer besser;Wasser hat eine höhere Wärmekapazität und leitet Wärme effizienter ab;Kein Unterschied;;b;Wasserkühlung ist meist leiser, aber aufwendiger in der Wartung.;leicht;Zusatz
ALLE-HARDWARE-208;ALLE;HARDWARE;Gehäuse;SC;Was ist ein 19-Zoll-Rack?;Ein kleiner PC;Standardisiertes Gestell zur Aufnahme von Server-Equipment;Ein Monitor;;b;Die Breite beträgt 19 Zoll (ca. 48,26 cm).;leicht;Zusatz
ALLE-HARDWARE-209;ALLE;HARDWARE;Netzteil;SC;Was ist 'Ripple' bei Netzteilen?;Stromausfall;Restwelligkeit der Gleichspannung (Störsignale);Lüftergeräusch;;b;Zu hoher Ripple kann Komponenten beschädigen.;schwer;Zusatz
ALLE-HARDWARE-210;ALLE;HARDWARE;Monitor;SC;Was ist Input-Lag?;Auflösung;Verzögerung zwischen Signaleingang und Bildanzeige;Helligkeit;;b;Besonders wichtig für reaktionsschnelle Anwendungen.;mittel;Zusatz
ALLE-HARDWARE-211;ALLE;HARDWARE;Kühlung;SC;Was ist ein Radiator?;Ein CPU-Lüfter;Wärmetauscher in einer Wasserkühlung;Ein RAM-Kühler;;b;Gibt die Wärme des Wassers an die Umgebungsluft ab.;leicht;Zusatz
ALLE-HARDWARE-212;ALLE;HARDWARE;CPU;SC;Was ist ein Die (Halbleitertechnik)?;Ein Gehäuse;Das nackte Siliziumplättchen eines Mikrochips;Ein RAM-Slot;;b;Darauf befinden sich die eigentlichen Schaltungen.;schwer;Zusatz
ALLE-HARDWARE-213;ALLE;HARDWARE;CPU;SC;Was ist eine APU (Accelerated Processing Unit)?;Nur CPU;Kombination aus CPU und Grafikeinheit auf einem Chip;Ein RAM-Typ;;b;Begriff wird hauptsächlich von AMD genutzt.;mittel;Zusatz
