id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle;lernfeld
FISI-SEC-097;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein Dictionary Attack?;Diebstahl von Büchern;Passwortangriff mittels einer Liste häufiger Begriffe;Virenscan;Abfangen von Passwörtern während der Übertragung;b;Schutz durch Sonderzeichen und komplexe Passwörter.;mittel;IHK;LF4
FISI-SEC-098;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Penetration Testing?;Softwarekauf;Gezielter Angriffstest zur Aufdeckung von Schwachstellen;Virenreinigung;Verschlüsselung von Netzwerkdaten;b;"Wird oft von ""Ethical Hackers"" durchgeführt.";mittel;IHK;LF4
FISI-SEC-099;ALLE;IT-SEC-GRUND;Protokolle;SC;Was ist SFTP?;Schnelles FTP;Secure File Transfer Protocol (verschlüsselt via SSH);Spezial-FTP;Protokoll zur Fernwartung von Servern;b;Sicherer Ersatz für das unverschlüsselte FTP.;mittel;IHK;LF4
FISI-SEC-101;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein Replay-Attack?;Passwort raten;Abfangen und späteres Wiederholen gültiger Datenpakete;Physischer Diebstahl;Manipulation von DNS-Einträgen;b;Schutz durch Zeitstempel oder Einmal-Tokens (Nonces).;schwer;IHK;LF4
FISI-SEC-102;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist PGP?;Ein Dateisystem;Pretty Good Privacy (Verschlüsselung für E-Mails/Dateien);Ein Browser-Plugin;Protokoll zur Authentifizierung im Netzwerk;b;Nutzt ein Web-of-Trust zur Schlüsselvalidierung.;mittel;IHK;LF4
FISI-SEC-103;ALLE;IT-SEC-GRUND;Recht;SC;Was ist die DSGVO?;Dienst-Gesetz;Datenschutz-Grundverordnung der EU;Datensicherungs-Verordnung;Gesetz zur Regelung des Urheberrechts;b;Regelt die Verarbeitung personenbezogener Daten EU-weit.;leicht;IHK;LF4
FISI-SEC-104;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist ein Exploit?;Ein neues Programm;Schadcode, der eine spezifische Schwachstelle ausnutzt;Ein Virenscanner;Sicherheitsupdate für Betriebssysteme;b;Wird oft in automatisierten Angriffskits verwendet.;mittel;IHK;LF4
FISI-SEC-106;ALLE;IT-SEC-GRUND;Malware;SC;Was ist eine Spyware?;Ein Antivirus;Software, die heimlich Nutzerdaten sammelt;Ein Werbeblocker;Programm zur Verschlüsselung von Dateien;b;Überträgt Infos über Surfgewohnheiten oder Passwörter.;leicht;IHK;LF4
FISI-SEC-107;ALLE;IT-SEC-GRUND;Physical Security;SC;Was ist ein Faradaykäfig?;Ein Strommessgerät;Hülle, die elektrische Felder/Funk abschirmt;Ein Serverschrank;Kühlsystem für Serverräume;b;Schützt vor EMP oder dient der Funk-Abschirmung.;mittel;IHK;LF4
FISI-SEC-108;ALLE;IT-SEC-GRUND;Authentifizierung;SC;Was ist Biometrie-FAR?;Fehlerhafte Abweisung;False Acceptance Rate (Unbefugter wird akzeptiert);Passwort-Länge;Messgröße für die Zugriffsgeschwindigkeit;b;Kritischer Sicherheitswert eines biometrischen Systems.;schwer;IHK;LF4
FISI-SEC-109;ALLE;IT-SEC-GRUND;Backup;SC;Was ist ein inkrementelles Backup?;Alles sichern;Sicherung nur der Daten seit dem letzten Backup;Cloud-Backup;Vollständige Kopie aller Systemdateien;b;Spart Platz, dauert aber bei Wiederherstellung länger.;mittel;IHK;LF4
FISI-SEC-110;ALLE;IT-SEC-GRUND;Konzepte;SC;Was bedeutet Integrität?;Geheimhaltung;Korrektheit und Unversehrtheit von Daten;Verfügbarkeit;Nachvollziehbarkeit von Handlungen;b;Daten dürfen nicht unbemerkt verändert werden.;leicht;IHK;LF4
FISI-SEC-113;ALLE;IT-SEC-GRUND;Malware;SC;Was ist ein Rootkit?;Virenscanner;Software, die sich und andere Schadprogramme tief versteckt;Browser-Addon;Erweiterung für Firewall-Funktionen;b;Manipuliert oft Systemfunktionen, um unentdeckt zu bleiben.;schwer;IHK;LF4
FISI-SEC-114;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist RSA?;Ein Browser;Asymmetrisches Kryptosystem;Virenscanner;Symmetrisches Verschlüsselungsverfahren;b;Basiert auf der Schwierigkeit, große Primzahlen zu faktorisieren.;mittel;IHK;LF4
FISI-SEC-115;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Social Engineering?;Netzwerk-Hack;Manipulation von Menschen, um an Infos zu gelangen;Virenscan;Automatisiertes Scannen von Netzwerkports;b;Nutzt menschliche Schwächen wie Hilfsbereitschaft aus.;leicht;IHK;LF4
FISI-SEC-116;ALLE;IT-SEC-GRUND;Angriffe;SC;Welche Maßnahme schützt wirksam vor einem Man-in-the-Middle-Angriff?;Verschlüsselte und zertifikatsbasierte Verbindungen (z. B. TLS);Ein längeres WLAN-Passwort;Ein Virenscanner auf dem Client;Das Deaktivieren von Cookies im Browser;a;TLS mit Zertifikatsprüfung verhindert, dass sich ein Angreifer unbemerkt in die verschlüsselte Verbindung einklinken kann.;mittel;IHK;LF4
FISI-SEC-118;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Zwei-Faktor-Authentisierung (2FA)?;Zwei Passwörter;Kombination aus zwei versch. Faktoren (z.B. Wissen & Besitz);Login für zwei Personen;Automatische Passwortänderung nach jedem Login;b;Bietet deutlich höheren Schutz als nur ein Passwort.;leicht;IHK;LF4
FISI-SEC-119;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist ein Hashwert?;Ein Passwort;Eindeutiger 'Fingerabdruck' von Daten (nicht umkehrbar);Eine Dateiendung;Verschlüsselter Text, der entschlüsselt werden kann;b;Wird zur Prüfung der Datenintegrität genutzt.;mittel;IHK;LF4
FISI-SEC-120;ALLE;IT-SEC-GRUND;System;SC;Was ist ein Trojanisches Pferd?;Ein nützliches Programm;Malware, die sich als harmlose Software tarnt;Ein Hardware-Hack;Sich selbst verbreitender Netzwerkwurm;b;Wird oft für Spionage oder Hintertüren genutzt.;leicht;IHK;LF4
FISI-SEC-121;ALLE;IT-SEC-GRUND;Backup;SC;Was ist das Generationen-Prinzip (Großvater-Vater-Sohn)?;Backup nur für Familien;Strategie zur rotierenden Datensicherung;Löschen alter Daten;Tägliche Vollsicherung aller Daten;b;Sichert Datenbestände über längere Zeiträume ab.;mittel;IHK;LF4
FISI-SEC-123;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist Symmetrische Verschlüsselung?;Zwei versch. Schlüssel;Ein einziger Schlüssel für Ver- und Entschlüsselung;Keine Verschlüsselung;Verschlüsselung ganz ohne Schlüssel;b;Beispiel: AES.;leicht;IHK;LF4
FISI-SEC-124;ALLE;IT-SEC-GRUND;Konzept;SC;Was ist Least Privilege?;Jeder ist Admin;Nutzer erhalten nur so viele Rechte wie nötig;Keine Rechte für alle;Zuweisung von Rechten nach Betriebszugehörigkeit;b;Minimiert den Schaden bei Kompromittierung eines Kontos.;mittel;IHK;LF4
FISI-SEC-125;ALLE;IT-SEC-GRUND;Physical Security;SC;Was ist ein biometrisches Merkmal?;Ein Passwort;Körpereigenes Merkmal zur Identifikation (z.B. Iris);Eine Keycard;Vom Nutzer frei gewähltes Sicherheitswort;b;Schwer zu fälschen oder zu stehlen.;leicht;IHK;LF4
FISI-SEC-126;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist Asymmetrische Verschlüsselung?;Ein Schlüssel für alles;Nutzt ein Paar aus Public Key und Private Key;Keine Schlüssel;Verschlüsselung mittels Hashfunktion;b;Beispiel: RSA oder ECC.;mittel;IHK;LF4
FISI-SEC-127;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Verschlüsselung (Encryption)?;Daten löschen;Umwandlung von Klartext in Geheimtext mittels Schlüssel;Virenscan;Komprimierung von Dateien zur Platzersparnis;b;Schützt die Vertraulichkeit von Informationen.;leicht;IHK;LF4
FISI-SEC-128;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Zertifikat?;Ein Passwort;Bestätigung der Identität eines Schlüsselinhabers;Ein Virus;Backup der Schlüsseldatenbank;b;Wird von einer Certificate Authority (CA) ausgestellt.;mittel;IHK;LF4
FISI-SEC-129;ALLE;IT-SEC-GRUND;Malware;SC;Was ist eine Adware?;Virenscanner;Software, die unerwünschte Werbung anzeigt;Ein Backuptool;Schadsoftware zur Verschlüsselung von Dateien gegen Lösegeld;b;Oft nervig, aber meist weniger schädlich als Trojaner.;leicht;IHK;LF4
FISI-SEC-131;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein DDoS-Angriff?;Passwort-Diebstahl;Verteilter Angriff zur Überlastung eines Dienstes;Ein Virenprogramm;Ausspähen von Zugangsdaten durch gefälschte Webseiten;b;Distributed Denial of Service.;leicht;IHK;LF4
FISI-SEC-133;ALLE;IT-SEC-GRUND;System;SC;Was ist Hashing von Passwörtern?;Klartext-Speicherung;Umwandlung von Passwörtern in unumkehrbare Prüfsummen;Datenlöschung;Speicherung von Passwörtern in einer separaten Datenbank;b;Erhöht die Sicherheit bei Datenbank-Diebstahl.;leicht;IHK;LF4
FISI-SEC-134;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Credential Stuffing?;IP-Sperre;Massenhaftes Testen von geleakten Login-Daten;WLAN-Hacking;Abhören von Netzwerkverkehr mittels Sniffer;b;Nutzt aus, dass Menschen oft gleiche Passwörter verwenden.;mittel;IHK;LF4
FISI-SEC-135;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist eine CA (Certificate Authority)?;Ein Verschlüsselungstyp;Vertrauenswürdige Instanz, die Zertifikate ausstellt;Ein Browser;Verschlüsselungsalgorithmus für Zertifikate;b;Beispiele: Let's Encrypt, DigiCert.;mittel;IHK;LF4
FISI-SEC-137;ALLE;IT-SEC-GRUND;Hardware;SC;Was ist ein Security-Token?;Ein Passwort;Physisches Gerät zur Authentifizierung;Ein Virus;Software zur Verwaltung von Passwörtern;b;Oft als USB-Stick (z.B. YubiKey) realisiert.;leicht;IHK;LF4
FISI-SEC-138;ALLE;IT-SEC-GRUND;Backup;SC;Was ist ein Spiegel-Backup (Mirror)?;Ein altes Backup;Eins-zu-eins-Kopie von Daten ohne Kompression;Nur Textdateien;Komprimierte Archivierung älterer Daten;b;Daten sind sofort ohne Wiederherstellungstool lesbar.;mittel;IHK;LF4
FISI-SEC-140;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Skimming?;Daten löschen;Illegales Ausspähen von Kreditkartendaten an Automaten;Virenbefall;Manipulation von Router-Einstellungen;b;Oft durch manipulierte Kartenleser realisiert.;leicht;IHK;LF4
FISI-SEC-142;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Verschlüsselung im Ruhezustand (at rest)?;Nur beim Transport;Verschlüsselung gespeicherter Daten (z.B. Festplatte);Löschen von Daten;Verschlüsselung von E-Mail-Anhängen;b;Schützt Daten bei physischem Diebstahl des Datenträgers.;mittel;IHK;LF4
FISI-SEC-143;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist SHA-256?;Ein Webbrowser;Weit verbreitete kryptografische Hash-Funktion;Ein Prozessor;Verschlüsselungsverfahren mit Schlüsselaustausch;b;Erzeugt eine 256-Bit lange Prüfsumme.;mittel;IHK;LF4
FISI-SEC-144;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein Botnet?;Ein Antivirus;Netzwerk infizierter Rechner für koordinierte Angriffe;Ein schnelles LAN;Zentrale Verwaltungssoftware für Serverfarmen;b;Wird oft für DDoS oder Spam-Versand missbraucht.;mittel;IHK;LF4
FISI-SEC-145;ALLE;IT-SEC-GRUND;Backup;SC;Was ist ein Cloud-Backup?;Lokal auf USB;Sicherung der Daten auf Servern im Internet;Sicherung auf Papier;Sicherung auf einem externen Bandlaufwerk;b;Bietet Schutz gegen lokale Katastrophen (Feuer, Diebstahl).;leicht;IHK;LF4
FISI-SEC-146;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist War-Driving?;Autofahren;Suche nach ungesicherten WLAN-Netzen im Vorbeifahren;IP-Hacking;Diebstahl von Fahrzeugdaten über Bluetooth;b;Früher weit verbreitet, heute durch bessere Verschlüsselung seltener.;mittel;IHK;LF4
FISI-SEC-148;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Verschlüsselung beim Transport (in transit)?;Verschlüsselte Festplatte;Schutz der Daten während der Übertragung (z.B. HTTPS);Löschen von Daten;Verschlüsselung von Daten auf der Festplatte;b;Verhindert das Mitlesen durch Dritte im Netzwerk.;leicht;IHK;LF4
FISI-SEC-149;ALLE;IT-SEC-GRUND;Modelle;SC;Was ist die CIA-Triade?;Geheimdienst-Modell;Confidentiality, Integrity, Availability (Schutzziele);Virenscanner;Standardmodell zur Netzwerkverkabelung;b;Vertraulichkeit, Integrität und Verfügbarkeit.;mittel;IHK;LF4
FISI-SEC-150;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein Exploit-Kit?;Virenscanner;Sammlung von Tools zum automatischen Ausnutzen von Lücken;Ein Hardware-Kit;Programm zur Bereinigung infizierter Systeme;b;Wird oft auf gehackten Webseiten eingebunden.;schwer;IHK;LF4
FISI-SEC-151;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Salt beim Hashing?;Datenlöschung;Zufälliger Wert, der vor dem Hashen an das PW gehängt wird;Ein Verschlüsselungstyp;Verschlüsselter Speicherbereich für Passwörter;b;Erschwert Angriffe via Rainbow-Tables.;mittel;IHK;LF4
FISI-SEC-152;ALLE;IT-SEC-GRUND;System;SC;Was ist ein Patch?;Ein neuer PC;Korrektur-Update für Software zur Fehlerbehebung;Ein Virus;Neue Version eines Betriebssystems unter anderem Namen;b;Wichtig zum Schließen von Sicherheitslücken.;leicht;IHK;LF4
FISI-SEC-153;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist Ende-zu-Ende-Verschlüsselung (E2EE)?;Nur am Server;Verschlüsselung direkt beim Sender bis zum Empfänger;Datenlöschung;Verschlüsselung, die nur auf dem Übertragungsweg besteht;b;Niemand dazwischen (auch nicht der Provider) kann mitlesen.;mittel;IHK;LF4
FISI-SEC-154;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Biometrie?;Passwort-Liste;Erkennung anhand körperlicher Merkmale (z.B. Fingerabdruck);Virenschutz;Liste vertrauenswürdiger IP-Adressen;b;Bietet Komfort, ist aber nicht änderbar bei Kompromittierung.;leicht;IHK;LF4
FISI-SEC-155;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ein Botnetz?;Virenschutz;Zusammenschluss infizierter PCs für koordinierte Angriffe;Ein schnelles LAN;Software zur Verwaltung mehrerer Server;b;Wird für Spam, DDoS oder Mining genutzt.;mittel;IHK;LF4
FISI-SEC-156;ALLE;IT-SEC-GRUND;Protokolle;SC;Was ist SSH?;Unverschlüsselter Funk;Sicheres Protokoll zur Fernsteuerung von Computern;Ein IP-Filter;Unsicheres Protokoll zur Dateiübertragung;b;Nutzt Verschlüsselung für Befehle und Daten.;leicht;IHK;LF4
FISI-SEC-157;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist ein VPN?;Virenscanner;Virtual Private Network (gesicherte Tunnelverbindung);Ein schneller Router;Öffentliches WLAN ohne Verschlüsselung;b;Ermöglicht sicheren Zugriff auf Firmennetze von außen.;leicht;IHK;LF4
FISI-SEC-158;ALLE;IT-SEC-GRUND;Protokolle;SC;Was ist HTTPS?;Unverschlüsseltes Web;Verschlüsseltes Übertragungsprotokoll (HTTP + TLS);Ein Dateiformat;Protokoll zur Übertragung von E-Mails;b;Standard für sicheres Surfen im Internet.;leicht;IHK;LF4
FISI-SEC-159;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Spear-Phishing?;Massen-Mail;Gezielter Phishing-Angriff auf eine bestimmte Person/Firma;Virenscan;Massenhafter Versand von Werbe-E-Mails;b;Oft sehr gut personalisiert und schwer zu erkennen.;mittel;IHK;LF4
FISI-SEC-161;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Defacement?;Daten löschen;Optische Veränderung einer Website durch Angreifer;Virenscan;Diebstahl von Zugangsdaten mittels Phishing;b;Dient oft dem Protest oder der Selbstdarstellung ('Hactivism').;mittel;IHK;LF4
FISI-SEC-162;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Key-Pair?;Zwei Passwörter;Kombination aus öffentlichem und privatem Schlüssel;Ein USB-Stick;Backup-Kopie eines Zertifikats;b;Basis der asymmetrischen Kryptografie.;leicht;IHK;LF4
FISI-SEC-165;ALLE;IT-SEC-GRUND;Protokolle;SC;Was ist SSL (heute TLS)?;Löschprotokoll;Secure Sockets Layer (Verschlüsselung für Web/Mail);Ein Hardwareschutz;Protokoll zur Kompression von Netzwerkdaten;b;Voraussetzung für HTTPS.;leicht;IHK;LF4
FISI-SEC-166;ALLE;IT-SEC-GRUND;Management;SC;Was ist ein Pentest?;Ein Hardware-Test;Gezielter Hackerangriff zur Aufdeckung von Lücken;Ein Virenscan;Regelmäßige Wartung der Serverhardware;b;Penetration Test – wird oft von Sicherheitsfirmen gemacht.;mittel;IHK;LF4
FISI-SEC-167;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist eine Signatur (Digital)?;Ein handgeschriebener Name;Elektronische Echtheitsprüfung von Daten;Ein Virus;Verschlüsseltes Passwort für Logins;b;Sichert Integrität und Authentizität.;mittel;IHK;LF4
FISI-SEC-168;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Verschlüsselung?;Daten löschen;Umwandlung von Klartext in Geheimtext;Virenscan;Komprimierung von Dateien zur Platzersparnis;b;Schützt die Vertraulichkeit von Informationen.;leicht;IHK;LF4
FISI-SEC-170;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist ARP-Spoofing?;Passwort-Hack;Angreifer sendet gefälschte ARP-Nachrichten in ein LAN;Virenscan;Überlastung eines Servers durch Anfragenflut;b;Ziel ist meist ein Man-in-the-Middle-Angriff.;schwer;Zusatz;LF4
FISI-SEC-173;ALLE;IT-SEC-GRUND;Protokolle;SC;Was macht der Port 443?;Unverschlüsseltes HTTP;Verschlüsseltes HTTPS (Webverkehr);E-Mail-Empfang;Dateiübertragung per FTP;b;Standardport für TLS/SSL-Webseiten.;leicht;Zusatz;LF4
FISI-SEC-174;ALLE;IT-SEC-GRUND;Physisch;SC;Was ist ein 'Tailgating'-Angriff?;IP-Hack;Unbefugtes Folgen einer Person durch eine Sicherheitsschleuse;Virenscan;Abhören von Netzwerkverkehr;b;Eine Form des Social Engineering.;leicht;Zusatz;LF4
FISI-SEC-175;ALLE;IT-SEC-GRUND;System;SC;Was ist eine Blacklist?;Ein Backup-Plan;Liste von Elementen (IPs, Mails), die gesperrt sind;Eine Erlaubnisliste;Ein Protokoll zur Fehlerbehebung;b;Gegenteil: Whitelist.;leicht;Zusatz;LF4
FISI-SEC-176;ALLE;IT-SEC-GRUND;System;SC;Was ist eine CVE (Common Vulnerabilities and Exposures)?;Ein Virus;Eindeutige ID für eine bekannte Sicherheitslücke;Ein Hardware-Typ;Ein Verschlüsselungsalgorithmus;b;Ermöglicht den schnellen Austausch über Schwachstellen.;schwer;Zusatz;LF4
FISI-SEC-178;ALLE;IT-SEC-GRUND;Verschlüsselung;SC;Was ist AES-256?;Virenschutz;Hochsicherer symmetrischer Verschlüsselungsstandard;Ein Browser;Ein Protokoll zur Authentifizierung von Nutzern;b;Advanced Encryption Standard mit 256-Bit Schlüssellänge.;mittel;Zusatz;LF4
FISI-SEC-180;ALLE;IT-SEC-GRUND;Protokolle;SC;Was macht DHCP (Port 67/68)?;Löst Namen auf;Weist Geräten im Netzwerk automatisch IP-Adressen zu;Verschlüsselt Mails;Überwacht den Netzwerkverkehr auf Angriffe;b;Dynamic Host Configuration Protocol.;leicht;Zusatz;LF4
FISI-SEC-182;ALLE;IT-SEC-GRUND;Recht;SC;Was ist ein Auftragsverarbeitungsvertrag (AVV)?;Kaufvertrag;Vertrag über die datenschutzkonforme Verarbeitung durch Dritte;Arbeitsvertrag;Vertrag zur Lizenzierung von Software;b;Pflicht laut DSGVO bei Outsourcing von Datenverarbeitung.;mittel;Zusatz;LF4
FISI-SEC-183;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Salted Hashing?;Daten löschen;Zufälliger Wert (Salt), der vor dem Hashen an das Passwort gehängt wird;Hardware-Schutz;Mehrfaches Verschlüsseln eines Passworts;b;Erschwert Angriffe mit Rainbow Tables massiv.;schwer;Zusatz;LF4
FISI-SEC-185;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Ransomware-as-a-Service (RaaS)?;Cloud-Backup;Bereitstellung von Erpressersoftware durch Kriminelle an Dritte;Ein Antivirus;Vermietung von Serverkapazität für Webhosting;b;Erleichtert Laien die Durchführung von Cyberangriffen.;schwer;Zusatz;LF4
FISI-SEC-186;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist die Steganografie?;Verschlüsselung;Verbergen von Informationen in einem Trägermedium (z.B. Bild);Daten löschen;Digitale Signatur von Dokumenten;b;Man sieht nicht einmal, DASS kommuniziert wird.;schwer;Zusatz;LF4
FISI-SEC-189;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist eine Whitelist?;Eine Sperrliste;Liste von Elementen, die explizit erlaubt sind;Ein Backup;Liste aller installierten Programme;b;Sicherer als eine Blacklist.;leicht;Zusatz;LF4
FISI-SEC-190;ALLE;IT-SEC-GRUND;Methoden;SC;Was ist Verschlüsselung (Ende-zu-Ende)?;Nur am Server;Verschlüsselung direkt beim Sender bis zum Empfänger;Virenscan;Verschlüsselung nur der Datei-Anhänge;b;Niemand dazwischen (auch nicht der Provider) kann mitlesen.;leicht;Zusatz;LF4
FISI-SEC-191;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist eine Zertifizierungsstelle (CA)?;Ein Hacker-Kollektiv;Vertrauenswürdige Instanz, die digitale Zertifikate ausstellt;Ein Antivirus-Hersteller;Behörde zur Überwachung des Datenverkehrs;b;Certificate Authority.;mittel;Zusatz;LF4
FISI-SEC-192;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Clickjacking?;Maus defekt;Tarnen von schädlichen Links hinter harmlosen Oberflächen;Virenscan;Abfangen von Tastatureingaben;b;Nutzer klickt auf etwas anderes, als er denkt.;mittel;Zusatz;LF4
FISI-SEC-194;ALLE;IT-SEC-GRUND;Technik;SC;Was ist eine Honeypot?;Virendatenbank;Ein Ködersystem zur Ablenkung/Analyse von Angreifern;Ein Backup-Tool;Ein isolierter Bereich zur Datenwiederherstellung;b;Soll Angreifer anlocken und deren Methoden aufzeigen.;mittel;Zusatz;LF4
FISI-SEC-195;ALLE;IT-SEC-GRUND;Authentifizierung;SC;Was ist ein Captcha?;Ein Virus;Test zur Unterscheidung von Mensch und Maschine;Ein Passwort;Verfahren zur Verschlüsselung von Formulardaten;b;Completely Automated Public Turing test...;leicht;Zusatz;LF4
FISI-SEC-196;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Private Key?;Öffentlicher Key;Geheimer Schlüssel eines Paars zur Entschlüsselung;Ein WLAN-Code;Ein Zertifikat zur Identitätsprüfung;b;Darf niemals geteilt werden.;leicht;Zusatz;LF4
FISI-SEC-200;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Hash-Algorithmus?;Ein Verschlüsselungstool;Funktion, die Daten in eine feste Zeichenfolge umwandelt;Ein Virenscanner;Verfahren zur Komprimierung von Dateien;b;Nicht umkehrbar (Einwegfunktion).;mittel;Zusatz;LF4
FISI-SEC-201;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Typosquatting?;Monitor-Hack;Registrierung von Tippfehler-Domains für Phishing;Virenscan;Manipulation von Suchmaschinenergebnissen;b;Z.B. gogle.com statt google.com.;mittel;Zusatz;LF4
FISI-SEC-202;ALLE;IT-SEC-GRUND;Management;SC;Was ist ein Notfallplan (BCP)?;Ein Virenscanner;Strategie zur Fortführung des Betriebs bei IT-Ausfall;Ein Backup;Vertrag zur Auslagerung des Rechenzentrums;b;Business Continuity Planning.;mittel;Zusatz;LF4
FISI-SEC-203;ALLE;IT-SEC-GRUND;Authentifizierung;SC;Was ist 2FA (Zwei-Faktor-Authentisierung)?;Zwei Passwörter;Kombination aus zwei unabhängigen Identitätsnachweisen;Backup;Verschlüsselung mit zwei Schlüsseln;b;Z.B. Passwort + SMS-Code.;leicht;Zusatz;LF4
FISI-SEC-205;ALLE;IT-SEC-GRUND;Protokolle;SC;Was macht SSL/TLS?;IPs vergeben;Verschlüsselung der Kommunikation (z.B. im Web);Dateien löschen;Komprimierung von Datenpaketen im Web;b;Grundlage für HTTPS.;leicht;Zusatz;LF4
FISI-SEC-207;ALLE;IT-SEC-GRUND;Identität;SC;Was ist Physische Sicherheit?;Passwort-Schutz;Schutz der IT durch bauliche Maßnahmen (Zäune, Schlösser);Virenschutz;Verschlüsselung gespeicherter Daten;b;Der erste Schutzwall im Rechenzentrum.;leicht;Zusatz;LF4
FISI-SEC-208;ALLE;IT-SEC-GRUND;Authentifizierung;SC;Was ist MFA?;Nur ein Passwort;Multi-Faktor-Authentisierung;Ein Virenscanner;Verschlüsselung des Netzwerkverkehrs;b;"Nutzt zwei oder mehr unabhängige Faktoren (z. B. Wissen + Besitz) zur Absicherung; 2FA ist ein Spezialfall von MFA mit genau zwei Faktoren.";leicht;Zusatz;LF4
FISI-SEC-209;ALLE;IT-SEC-GRUND;Physisch;SC;Was ist eine USV (Online-Typ)?;Nur Akku;USV, die Strom permanent über den Akku filtert;Ein Blitzschutz;USV, die bei Stromausfall automatisch umschaltet;b;Bietet den besten Schutz, da keine Umschaltzeit entsteht.;schwer;Zusatz;LF4
FISI-SEC-210;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Ransomware-Leakware?;Nur Verschlüsselung;Erpressung durch Drohung mit Datenveröffentlichung;Virenschutz;Zerstörung von Daten ohne Lösegeldforderung;b;Zielt auf den Reputationsschaden ab.;mittel;Zusatz;LF4
FISI-SEC-212;ALLE;IT-SEC-GRUND;Protokolle;SC;Was macht HTTPS?;Bilder laden;Verschlüsseltes Surfen im Web via SSL/TLS;IPs vergeben;Komprimiertes Übertragen von Webseiteninhalten;b;Standard für sichere Webseiten.;leicht;Zusatz;LF4
FISI-SEC-213;ALLE;IT-SEC-GRUND;System;SC;Was ist Patching?;Hardware-Tausch;Einspielen von Software-Updates zur Fehlerbehebung;Daten löschen;Neuinstallation des gesamten Betriebssystems;b;Essenziell für die IT-Sicherheit.;leicht;Zusatz;LF4
FISI-SEC-214;ALLE;IT-SEC-GRUND;Krypto;SC;Was ist ein Brute-Force-Angriff?;Tricksen;Automatisches Ausprobieren aller möglichen Passwörter;Virenscan;Abfangen von Datenpaketen im Netzwerk;b;Effektiv gegen kurze oder schwache Passwörter.;leicht;Zusatz;LF4
FISI-SEC-215;ALLE;IT-SEC-GRUND;Angriffe;SC;Was ist Vishing?;WLAN-Hack;Phishing über Telefonanrufe (Voice Phishing);Virenscan;Phishing über gefälschte SMS-Nachrichten;b;Betrüger gibt sich am Telefon oft als Support aus.;leicht;Zusatz;LF4
FISI-SEC-216;ALLE;IT-SEC-GRUND;Management;SC;Was ist ein Backup-Konzept?;Ein Virenscanner;Plan zur regelmäßigen Sicherung von Daten;Ein Passwort;Plan zur Verschlüsselung sensibler Daten;b;Definiert Was, Wann, Wo und Wie gesichert wird.;leicht;Zusatz;LF4
