id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle;lernfeld
FISI-NET-094;ALLE;NETZ-GRUND;Protokolle;SC;Wofür wird SSH genutzt?;Webseitenaufruf;Sichere Fernadministration von Rechnern;Druckersteuerung;Unsichere Klartextübertragung von Zugangsdaten;b;Verschlüsselte Alternative zu Telnet.;leicht;IHK;LF9
FISI-NET-095;ALLE;NETZ-GRUND;IP;SC;Wofür steht NAT?;Network Audio Transfer;Network Address Translation (IP-Umwandlung);Next Advanced Technology;New Application Technology;b;Ermöglicht vielen Geräten im LAN eine gemeinsame öffentliche IP.;mittel;IHK;LF3
FISI-NET-096;ALLE;NETZ-GRUND;Internet;SC;Was ist FTTH?;Fiber To The Hall;Fiber To The Home (Glasfaser bis ins Haus);Fast Triple Hub;Kupferverkabelung mit hoher Reichweite;b;Bietet die stabilsten und höchsten Geschwindigkeiten.;mittel;IHK;LF9
FISI-NET-097;ALLE;NETZ-GRUND;Topologie;SC;Was ist eine Stern-Topologie?;Alle in einer Reihe;Alle Teilnehmer sind mit einem zentralen Knoten verbunden;Ein Kreis;Alle Geräte über ein einziges Koaxialkabel verbunden;b;Heutiger Standard in Ethernet-LANs.;leicht;IHK;LF3
FISI-NET-099;ALLE;NETZ-GRUND;Modelle;SC;Was macht der Transport-Layer (OSI 4)?;Bitübertragung;Ende-zu-Ende Kommunikation und Fehlerkontrolle (TCP/UDP);Routing;Verschlüsselung der übertragenen Nutzdaten;b;Stellt sicher, dass Datenpakete korrekt ankommen.;schwer;IHK;LF3
FISI-NET-100;ALLE;NETZ-GRUND;WLAN;SC;Was ist ein Wi-Fi Repeater?;Ein neuer Router;Gerät zur Reichweitenvergrößerung des WLAN-Signals;Ein LAN-Kabel;Gerät zur Verwaltung von IP-Adressen im Netz;b;Halbiert oft die theoretische Bandbreite.;leicht;IHK;LF3
FISI-NET-101;ALLE;NETZ-GRUND;Dienste;SC;Was macht ein DNS-Server?;IP-Zuweisung;Namensauflösung (URL -> IP-Adresse);Verschlüsselung;Filterung von Datenpaketen nach Firewall-Regeln;b;Das Telefonbuch des Internets.;leicht;IHK;LF9
FISI-NET-102;ALLE;NETZ-GRUND;IP;SC;Was ist eine Subnetzmaske?;Ein Passwort;Maske zur Trennung von Netzwerk- und Hostanteil einer IP;WLAN-Schlüssel;Eindeutige Kennung eines einzelnen Netzwerkadapters;b;Definiert die Größe eines Subnetzes.;mittel;IHK;LF3
FISI-NET-104;ALLE;NETZ-GRUND;IP;SC;Was ist Anycast?;Senden an alle;Anfrage geht an den topologisch nächsten Server einer Gruppe;Senden an einen festen PC;Gleichzeitiges Senden an alle Empfänger einer Gruppe;b;Häufig bei DNS-Servern (z.B. 8.8.8.8) im Einsatz.;schwer;IHK;LF3
FISI-NET-106;ALLE;NETZ-GRUND;WLAN;SC;Was ist Beamforming?;Ein Gehäuse-Design;Gezielte Ausrichtung des Funksignals auf den Empfänger;Eine Verschlüsselung;Verfahren zur Bündelung mehrerer Funkfrequenzen;b;Erhöht die Reichweite und Stabilität der Verbindung.;mittel;IHK;LF3
FISI-NET-107;ALLE;NETZ-GRUND;IP;SC;Was ist die CIDR-Notation?;Eine IP-Sperre;Schreibweise für Subnetzmasken (z.B. /24);Ein Routing-Protokoll;Verfahren zur Verschlüsselung von IP-Paketen;b;Gibt die Anzahl der gesetzten Bits in der Maske an.;leicht;IHK;LF3
FISI-NET-108;ALLE;NETZ-GRUND;Internet;SC;Was ist VDSL Vectoring?;Ein WLAN-Typ;Technik zur Unterdrückung von Störungen im Kupferkabel;Glasfaser-Anschluss;Verfahren zur Bündelung mehrerer DSL-Leitungen;b;Ermöglicht höhere Raten auf bestehenden Telefonleitungen.;mittel;IHK;LF9
FISI-NET-111;ALLE;NETZ-GRUND;WLAN;SC;Was ist die 802.11ax Spezifikation?;Wi-Fi 5;Wi-Fi 6;Wi-Fi 4;Wi-Fi 6E;b;Standard für hocheffiziente WLAN-Netze.;mittel;IHK;LF3
FISI-NET-112;ALLE;NETZ-GRUND;Protokolle;SC;Was macht DHCP?;Statische IPs;Dynamische Zuweisung von IP-Adressen im Netz;DNS-Auflösung;Verschlüsselung des Datenverkehrs im lokalen Netz;b;Dynamic Host Configuration Protocol.;leicht;IHK;LF9
FISI-NET-114;ALLE;NETZ-GRUND;Hardware;SC;Was ist ein Backbone?;Ein PC-Gehäuse;Hauptstrang eines Netzwerks mit hoher Kapazität;Ein Backup-System;Zentrales Gerät zur Verteilung von IP-Adressen;b;Verbindet verschiedene Teilnetze miteinander.;mittel;IHK;LF3
FISI-NET-115;ALLE;NETZ-GRUND;Protokolle;SC;Was ist der Port für HTTPS?;80;443;21;25;b;Verschlüsseltes Web-Protokoll.;leicht;IHK;LF9
FISI-NET-116;ALLE;NETZ-GRUND;IP;SC;Wofür wird IPv6 Dual Stack genutzt?;Nur IPv6;Gleichzeitiger Betrieb von IPv4 und IPv6;IP-Sperre;Verschlüsselung von IPv6-Datenpaketen;b;Wichtig für die Übergangsphase von IPv4 zu IPv6.;mittel;IHK;LF3
FISI-NET-118;ALLE;NETZ-GRUND;WLAN;SC;Was ist WPA2-PSK?;Admin-Passwort;Verschlüsselung mit einem gemeinsamen Schlüssel (Pre-Shared);Funk-Kanal;Verfahren zur automatischen IP-Vergabe im WLAN;b;Standard-Heimanwender-Verschlüsselung.;leicht;IHK;LF3
FISI-NET-119;ALLE;NETZ-GRUND;Protokolle;SC;Was macht Telnet?;Sichere Verbindung;Unverschlüsselte Fernsteuerung von Rechnern (unsicher);Mailversand;Verschlüsselter Zugriff auf entfernte Systeme;b;Sollte durch SSH ersetzt werden.;leicht;IHK;LF9
FISI-NET-120;ALLE;NETZ-GRUND;Hardware;SC;Was ist Full-Duplex?;Senden nacheinander;Gleichzeitiges Senden und Empfangen;Nur Empfangen;Abwechselndes Senden und Empfangen auf einem Kanal;b;Standard bei modernen Ethernet-Switches.;leicht;IHK;LF3
FISI-NET-121;ALLE;NETZ-GRUND;Modelle;SC;Was ist der Layer 1 im OSI-Modell?;Sicherungsschicht;Bitübertragungsschicht (Physical Layer);Vermittlungsschicht;Anwendungsschicht (Application Layer);b;Hier geht es um Kabel, Stecker und elektrische Signale.;leicht;IHK;LF3
FISI-NET-123;ALLE;NETZ-GRUND;Internet;SC;Was ist DOCSIS?;WLAN-Standard;Standard für Datenübertragung über Fernsehkabelnetze;Glasfaser-Typ;Protokoll zur Verschlüsselung von Kabelanschlüssen;b;Ermöglicht schnelles Internet via Koaxialkabel.;schwer;IHK;LF9
FISI-NET-124;ALLE;NETZ-GRUND;Dienste;SC;Was ist ein Proxy-Server?;Ein schneller Switch;Vermittler für Netzwerkverbindungen;Ein Backup-Tool;Gerät zur physikalischen Signalverstärkung;b;Kann Anonymität erhöhen oder Inhalte filtern.;mittel;IHK;LF9
FISI-NET-125;ALLE;NETZ-GRUND;Protokolle;SC;Was macht FTP (Port 21)?;E-Mails senden;Dateien zwischen Rechnern übertragen;IP-Zuweisung;Verschlüsselte Fernsteuerung von Servern;b;File Transfer Protocol.;leicht;IHK;LF9
FISI-NET-126;ALLE;NETZ-GRUND;Hardware;SC;Was ist ein Layer-2-Switch?;Ein einfacher Hub;Switch, der Daten basierend auf MAC-Adressen weiterleitet;Ein Router;Switch, der ausschließlich nach IP-Adressen filtert;b;Standardgerät in lokalen Netzwerken.;mittel;IHK;LF3
FISI-NET-127;ALLE;NETZ-GRUND;WLAN;SC;Was ist WLAN Mesh?;Ein einzelner Router;Zusammenschluss mehrerer Zugangspunkte zu einem Netz;Ein WLAN-Passwort;Verschlüsselungsverfahren für WLAN-Zugangspunkte;b;Sorgt für flächendeckendes WLAN ohne Verbindungsabbrüche.;mittel;IHK;LF3
FISI-NET-128;ALLE;NETZ-GRUND;Protokolle;SC;Wofür steht UDP?;User Data Path;User Datagram Protocol (verbindungslos);Universal Data Protocol;Unified Delivery Protocol (verbindungsorientiert);b;Schneller als TCP, aber ohne Empfangsbestätigung.;mittel;IHK;LF9
FISI-NET-129;ALLE;NETZ-GRUND;Topologie;SC;Was ist eine Vermaschte Topologie (Mesh)?;Alle in einer Reihe;Jeder Knoten ist mit mehreren anderen verbunden;Ein Stern;Alle Knoten über einen zentralen Verteiler verbunden;b;Bietet höchste Ausfallsicherheit.;schwer;IHK;LF3
FISI-NET-130;ALLE;NETZ-GRUND;Dienste;SC;Was macht NTP?;Mailversand;Synchronisation der Uhrzeit im Netzwerk;IP-Zuweisung;Überwachung der aktuellen Netzwerkauslastung;b;Network Time Protocol.;leicht;IHK;LF9
FISI-NET-132;ALLE;NETZ-GRUND;Internet;SC;Was ist Ping?;Ein Download;Messung der Zeit für ein Datenpaket zum Ziel und zurück;Eine IP-Adresse;Werkzeug zur Messung der verfügbaren Bandbreite;b;Wird zur Diagnose der Erreichbarkeit genutzt.;leicht;IHK;LF9
FISI-NET-133;ALLE;NETZ-GRUND;IP;SC;Was ist eine Private IP-Adresse?;Weltweit eindeutig;IP, die nur im lokalen Netzwerk gültig ist (z.B. 192.168.x.x);Eine Website;IP-Adresse, die exklusiv für VPN-Verbindungen reserviert ist;b;Wird im Internet nicht geroutet.;leicht;IHK;LF3
FISI-NET-134;ALLE;NETZ-GRUND;Hardware;SC;Was macht ein Repeater?;Daten filtern;Signalverstärkung zur Erhöhung der Reichweite;IPs vergeben;Trennung von Kollisionsdomänen im Netzwerk;b;Arbeitet auf Schicht 1 des OSI-Modells.;leicht;IHK;LF3
FISI-NET-135;ALLE;NETZ-GRUND;Protokolle;SC;Wofür steht ICMP?;Internet Connection Management;Internet Control Message Protocol (z.B. für Ping);Internal Control Mail Path;Interface Cable Management Protocol;b;Dient dem Austausch von Diagnose- und Fehlermeldungen.;schwer;IHK;LF9
FISI-NET-136;ALLE;NETZ-GRUND;WLAN;SC;Was ist ein WLAN-Kanal?;Ein Passwort;Frequenzbereich innerhalb eines WLAN-Bands;Ein Router-Modell;Verschlüsselungsstufe eines Funknetzes;b;Überlappende Kanäle können zu Störungen führen.;leicht;IHK;LF3
FISI-NET-138;ALLE;NETZ-GRUND;Kabel;SC;Was ist Glasfaser (LWL)?;Kupferkabel;Lichtwellenleiter zur Datenübertragung mittels Lichtsignalen;WLAN-Kabel;Funkverbindung über gerichtete Antennen;b;Ermöglicht extrem hohe Bandbreiten über weite Strecken.;leicht;IHK;LF3
FISI-NET-139;ALLE;NETZ-GRUND;Kabel;SC;Was ist STP-Kabel?;Stromkabel;Shielded Twisted Pair (geschirmtes Netzwerkkabel);Glasfaser;Ungeschirmtes Twisted-Pair-Kabel (UTP);b;Schützt vor elektromagnetischen Störungen.;mittel;IHK;LF3
FISI-NET-140;ALLE;NETZ-GRUND;Dienste;SC;Was ist ein Content Delivery Network (CDN)?;Ein neuer Browser;Netzwerk verteilter Server zur schnellen Inhaltsbereitstellung;Ein Backup-Tool;Zentraler Server zur Speicherung aller Webinhalte;b;Verringert Latenzen durch Server in Nutznähe.;mittel;IHK;LF9
FISI-NET-141;ALLE;NETZ-GRUND;WLAN;SC;Was ist Wi-Fi 6E?;Altes WLAN;Erweiterung von Wi-Fi 6 um das 6-GHz-Band;WLAN via Satellit;Erweiterung von Wi-Fi 6 um das 2,4-GHz-Band;b;Bietet mehr Kanäle und weniger Interferenzen.;schwer;IHK;LF3
FISI-NET-142;ALLE;NETZ-GRUND;IP;SC;Was ist ein Host-Anteil?;Teil der Hardware;Teil der IP-Adresse, der das Gerät im Subnetz identifiziert;Ein Routing-Eintrag;Teil der IP-Adresse, der das Netzwerk selbst identifiziert;b;Wird durch die Subnetzmaske bestimmt.;mittel;IHK;LF3
FISI-NET-146;ALLE;NETZ-GRUND;IP;SC;Was ist ein Default-Gateway?;Die eigene IP;Der Router, der Pakete in andere Netze leitet;Ein Switch-Port;Server zur Auflösung von Domainnamen in IP-Adressen;b;Wird benötigt, um das Internet zu erreichen.;leicht;IHK;LF3
FISI-NET-147;ALLE;NETZ-GRUND;Modelle;SC;Was ist Layer 3 im OSI-Modell?;Sicherungsschicht;Vermittlungsschicht (Network Layer);Transportschicht;Bitübertragungsschicht (Physical Layer);b;Hier findet das Routing statt (IP-Adressen).;leicht;IHK;LF3
FISI-NET-149;ALLE;NETZ-GRUND;Internet;SC;Was ist eine Flatrate?;Volumen-Abrechnung;Pauschalabrechnung ohne Zeit- oder Datenlimit;Nur Nacht-Tarif;Abrechnung nach tatsächlicher Verbindungsdauer;b;Standard bei DSL- und Glasfaseranschlüssen.;leicht;IHK;LF9
FISI-NET-151;ALLE;NETZ-GRUND;IP;SC;Was ist IPv4?;32-Bit-Adressierung;Veralteter Standard mit ca. 4,3 Mrd. Adressen;64-Bit-Adressierung;Nachfolgestandard von IPv6;b;Wird zunehmend durch IPv6 abgelöst.;leicht;IHK;LF3
FISI-NET-152;ALLE;NETZ-GRUND;Hardware;SC;Was ist ein Hub?;Intelligenter Switch;Einfaches Verteilergerät (sendet Daten an alle Ports);Ein Router;Gerät zur Verschlüsselung des Datenverkehrs;b;In modernen Netzen fast vollständig durch Switches ersetzt.;leicht;IHK;LF3
FISI-NET-153;ALLE;NETZ-GRUND;WLAN;SC;Was ist WPA?;Ein Router;Wi-Fi Protected Access (Verschlüsselungsstandard);Ein WLAN-Kanal;Kabelgebundener Verschlüsselungsstandard für Ethernet;b;Nachfolger des unsicheren WEP.;leicht;IHK;LF3
FISI-NET-154;ALLE;NETZ-GRUND;Protokolle;SC;Was macht SSH (Port 22)?;Unverschlüsselter Zugriff;Sicherer, verschlüsselter Fernzugriff auf Systeme;Mailversand;Unverschlüsselte Dateiübertragung zwischen Servern;b;Secure Shell.;leicht;IHK;LF9
FISI-NET-155;ALLE;NETZ-GRUND;Internet;SC;Was ist ein Proxy?;Ein schneller PC;Stellvertreter, der Anfragen im Namen des Clients stellt;Ein Virus;Hardware-Baustein zur Signalverstärkung;b;Dient der Anonymisierung oder dem Caching.;leicht;IHK;LF9
FISI-NET-157;ALLE;NETZ-GRUND;Kabel;SC;Was ist ein Twinax-Kabel?;Glasfaserkabel;Kupferkabel für kurze 10G/40G-Verbindungen (DAC);Ein Stromkabel;Funkverbindung für Rechenzentren;b;Günstige Alternative zu Glasfaser im Rack.;schwer;IHK;LF3
FISI-NET-158;ALLE;NETZ-GRUND;Internet;SC;Was ist DSL (Digital Subscriber Line)?;Glasfaser;Breitbandinternet über die Kupfer-Telefonleitung;WLAN-Typ;Mobilfunkbasierte Internetverbindung;b;Nutzt Frequenzen oberhalb des analogen Telefonbereichs.;leicht;IHK;LF9
FISI-NET-159;ALLE;NETZ-GRUND;WLAN;SC;Was ist Captive Portal?;Ein WLAN-Kanal;Anmeldeseite vor dem Zugriff auf ein (Hotspot-)WLAN;Ein IP-Filter;Verschlüsselungsverfahren für öffentliche WLANs;b;Oft in Hotels oder Cafés zu finden.;mittel;IHK;LF3
FISI-NET-160;ALLE;NETZ-GRUND;IP;SC;Was ist eine Multicast-Adresse?;An alle;Adresse für eine Gruppe von Empfängern;An einen festen PC;Adresse, die ausschließlich für Broadcasts genutzt wird;b;Effizient für Streaming in lokalen Netzen.;mittel;IHK;LF3
FISI-NET-163;ALLE;NETZ-GRUND;Hardware;SC;Was ist ein Modem?;Ein PC;Modulator/Demodulator (wandelt Signale für Übetragung);Ein Switch;Gerät zur Verteilung von IP-Adressen im LAN;b;Verbindet das Heimnetz mit dem Netz des Providers.;leicht;IHK;LF3
FISI-NET-164;ALLE;NETZ-GRUND;Protokolle;SC;Was macht FTP?;Mailversand;Protokoll zur Dateiübertragung;IP-Zuweisung;Protokoll zur verschlüsselten Fernsteuerung von Rechnern;b;File Transfer Protocol.;leicht;IHK;LF9
FISI-NET-166;ALLE;NETZ-GRUND;Internet;SC;Was ist Glasfaser (FTTH)?;Kupferkabel;Fiber to the Home (Glasfaser bis in die Wohnung);WLAN-Verstärker;Fiber to the Curb (Glasfaser bis zum Verteilerkasten);b;Ermöglicht höchste Übertragungsgeschwindigkeiten.;leicht;IHK;LF9
FISI-NET-167;ALLE;NETZ-GRUND;Dienste;SC;Was macht DNS?;IPs vergeben;Auflösung von Domainnamen in IP-Adressen;Mail-Versand;Zuweisung von MAC-Adressen zu Netzwerkgeräten;b;Domain Name System.;leicht;IHK;LF9
FISI-NET-168;ALLE;NETZ-GRUND;IP;SC;Was ist IPv6?;32-Bit-Adressen;Nachfolgestandard von IPv4 mit 128-Bit-Adressen;64-Bit-Adressen;Vorgängerstandard von IPv4 mit 16-Bit-Adressen;b;Löst das Problem der Adressknappheit.;mittel;IHK;LF3
FISI-NET-169;ALLE;NETZ-GRUND;Hardware;SC;Was macht ein Switch?;Daten an alle senden;Leitet Daten gezielt an den richtigen Port (via MAC);Vergibt IPs;Verschlüsselt den Datenverkehr im Netzwerk;b;Arbeitet auf Schicht 2 des OSI-Modells.;leicht;IHK;LF3
FISI-NET-170;ALLE;NETZ-GRUND;WLAN;SC;Was ist SSID?;Verschlüsselung;Der Name eines Funknetzwerks;Ein WLAN-Kanal;Die MAC-Adresse des Routers;b;Service Set Identifier.;leicht;IHK;LF3
FISI-NET-171;ALLE;NETZ-GRUND;IP;SC;Was ist Subnetting?;IPs löschen;Aufteilen eines großen Netzwerks in kleinere Teilnetze;WLAN-Verstärkung;Zusammenführen mehrerer Netzwerke zu einem;b;Erhöht die Sicherheit und Übersichtlichkeit.;mittel;IHK;LF3
FISI-NET-172;ALLE;NETZ-GRUND;Modelle;SC;Was ist Layer 4 im OSI-Modell?;Sicherungsschicht;Transportschicht (TCP/UDP);Anwendungsschicht;Vermittlungsschicht (Network Layer);b;Zuständig für die Ende-zu-Ende-Kommunikation.;leicht;IHK;LF3
FISI-NET-173;ALLE;NETZ-GRUND;Kabel;SC;Was ist ein PoE-Injektor?;Ein Switch;Gerät zur Einspeisung von Strom in ein Ethernet-Kabel;Ein Kabelschneider;Gerät zur Signalverstärkung von Glasfaserleitungen;b;Wird genutzt, wenn der Switch selbst kein PoE unterstützt.;leicht;IHK;LF3
FISI-NET-174;ALLE;NETZ-GRUND;Modelle;SC;Was ist Layer 7 im OSI-Modell?;Physikalische Schicht;Anwendungsschicht (Application Layer);Transport-Schicht;Sicherungsschicht (Data Link Layer);b;Schnittstelle für Anwendungen (HTTP, FTP, SMTP).;leicht;IHK;LF3
FISI-NET-175;ALLE;NETZ-GRUND;Internet;SC;Was ist Latenz?;Downloadgeschwindigkeit;Verzögerungszeit bei der Datenübertragung;Speicherkapazität;Maximale Anzahl gleichzeitiger Verbindungen;b;Wird oft in Millisekunden (ms) gemessen.;leicht;IHK;LF9
FISI-NET-178;ALLE;NETZ-GRUND;Modelle;SC;Was ist Layer 2 im OSI-Modell?;Vermittlungsschicht;Sicherungsschicht (Data Link Layer);Anwendungsschicht;Transportschicht (TCP/UDP);b;Hier arbeiten Switches und MAC-Adressen.;leicht;IHK;LF3
FISI-NET-180;ALLE;NETZ-GRUND;IP;SC;Was ist eine APIPA-Adresse?;Statische IP;Automatische IP (169.254.x.x) wenn kein DHCP da ist;WLAN-Passwort;Öffentliche IP-Adresse eines Providers;b;Automatic Private IP Addressing.;mittel;IHK;LF3
FISI-NET-181;ALLE;NETZ-GRUND;Internet;SC;Was ist Bandbreite?;PC-Gewicht;Maximale Datenübertragungsrate (z.B. Mbit/s);Kabellänge;Anzahl der angeschlossenen Geräte;b;Gibt an, wie viele Daten pro Zeit fließen können.;leicht;IHK;LF9
FISI-NET-182;ALLE;NETZ-GRUND;Dienste;SC;Was macht DNS (Port 53)?;IPs vergeben;Auflösung von Domainnamen (www.google.de) in IP-Adressen;Daten löschen;Verschlüsselung von E-Mail-Verkehr;b;Das 'Telefonbuch' des Internets.;leicht;IHK;LF9
FISI-NET-183;ALLE;NETZ-GRUND;Kabel;SC;Was ist Glasfaser?;Kupferkabel;Lichtwellenleiter zur schnellen Datenübertragung;Stromkabel;Funkbasierte Übertragungstechnik;b;Überträgt Daten via Lichtblitze statt Strom.;leicht;IHK;LF3
FISI-NET-184;ALLE;NETZ-GRUND;Hardware;SC;Was macht ein Access Point (AP)?;Verbindet Kabelnetze;Bietet drahtlosen Zugang zum Netzwerk (WLAN);Ein IP-Filter;Speichert Zugangsdaten zentral im Netz;b;Die Basis für jedes WLAN.;leicht;IHK;LF3
FISI-NET-188;ALLE;NETZ-GRUND;Kabel;SC;Was ist 'Dämpfung' (Attenuation)?;Signalverstärkung;Signalverlust über die Länge eines Kabels;Datenkompression;Absichtliche Drosselung der Bandbreite;b;Wird in Dezibel (dB) gemessen.;mittel;Zusatz;LF3
FISI-NET-189;ALLE;NETZ-GRUND;Internet;SC;Was ist Peering?;IP-Zuweisung;Direkter Datenaustausch zwischen Internetprovidern;WLAN-Verbindung;Verschlüsselter Tunnel zwischen zwei Standorten;b;Findet oft an Internet-Knoten (IXP) statt.;schwer;Zusatz;LF9
FISI-NET-191;ALLE;NETZ-GRUND;Internet;SC;Was ist eine statische IP?;Eine IP, die sich ändert;Fest zugewiesene, unveränderliche IP-Adresse;Eine WLAN-Verschlüsselung;Temporär vom DHCP-Server vergebene Adresse;b;Wichtig für Server, die von außen erreichbar sein müssen.;leicht;Zusatz;LF9
FISI-NET-192;ALLE;NETZ-GRUND;Topologie;SC;Was ist ein Mesh-Netzwerk?;Alle in Reihe;Netzwerk, in dem jeder Knoten mit vielen anderen verb. ist;Stern-Anordnung;Alle Geräte über einen zentralen Switch verbunden;b;Bietet hohe Ausfallsicherheit durch viele Pfade.;mittel;Zusatz;LF3
FISI-NET-193;ALLE;NETZ-GRUND;IP;SC;Was ist ein Standard-Gateway?;Die eigene IP;Der Router, der Pakete in andere Netzwerke schickt;Ein Switch-Port;Server zur Namensauflösung im lokalen Netz;b;Ermöglicht den Zugriff auf das Internet.;leicht;Zusatz;LF3
FISI-NET-194;ALLE;NETZ-GRUND;WLAN;SC;Was ist die 5-GHz-Frequenz?;Langsamer als 2,4 GHz;Frequenzband für schnelleres, aber kurzreichweitigeres WLAN;Radiowellen;Ausschließlich für Bluetooth-Geräte reserviertes Band;b;Weniger überlaufen als das 2,4-GHz-Band.;leicht;Zusatz;LF3
FISI-NET-195;ALLE;NETZ-GRUND;Internet;SC;Was ist ein DNS-Record (A-Record)?;Ein Mailserver;Verknüpfung eines Hostnamens mit einer IPv4-Adresse;Ein Dateiformat;Eintrag für die Weiterleitung von E-Mails;b;Zentraler Baustein der Namensauflösung.;mittel;Zusatz;LF9
FISI-NET-196;ALLE;NETZ-GRUND;Internet;SC;Was ist Ping-Wartung?;Server löschen;Überprüfung der Netzstabilität durch Ping-Befehle;Hardware-Reinigung;Automatisches Update der Geräte-Firmware;b;Dient der schnellen Diagnose von Latenzproblemen.;leicht;Zusatz;LF9
FISI-NET-199;ALLE;NETZ-GRUND;Dienste;SC;Was ist ein CNAME-Record?;Mail-Eintrag;Alias-Name im DNS, der auf einen anderen Namen verweist;IP-Adresse;Eintrag für den zuständigen Mailserver;b;Canonical Name.;mittel;Zusatz;LF9
FISI-NET-200;ALLE;NETZ-GRUND;Internet;SC;Was bedeutet Latenz (Ping)?;Downloadrate;Verzögerungszeit der Datenpakete zum Ziel und zurück;Festplattenspeed;Anzahl der unterwegs verlorenen Datenpakete;b;Besonders wichtig für Online-Gaming und VoIP.;leicht;Zusatz;LF9
FISI-NET-202;ALLE;NETZ-GRUND;WLAN;SC;Was ist Wi-Fi 6 (802.11ax)?;Altes WLAN;Moderner Standard für effizientere/schnellere Funknetze;Verschlüsselung;Bezeichnung für den 5G-Mobilfunkstandard;b;Besonders gut in Umgebungen mit vielen Geräten.;mittel;Zusatz;LF3
FISI-NET-203;ALLE;NETZ-GRUND;Internet;SC;Was ist ein CDN (Content Delivery Network)?;Ein Internetprovider;Netzwerk weltweit verteilter Server zur schnellen Inhaltslieferung;Ein WLAN-Modul;Zentraler Server für Domainregistrierung;b;Verkürzt Ladezeiten durch räumliche Nähe zum Nutzer.;mittel;Zusatz;LF9
FISI-NET-204;ALLE;NETZ-GRUND;Hardware;SC;Was macht ein Access Point?;Verbindet Kabel;Ermöglicht drahtlosen Zugang zu einem LAN (WLAN);Ein IP-Filter;Speichert Backups im lokalen Netz;b;Wird meist an einen Switch angeschlossen.;leicht;Zusatz;LF3
FISI-NET-205;ALLE;NETZ-GRUND;Protokolle;SC;Was macht das Protokoll NTP?;Dateien übertragen;Synchronisation der Uhrzeit von IT-Systemen;IPs vergeben;Überwachung der Netzwerkauslastung;b;Network Time Protocol (Port 123).;leicht;Zusatz;LF9
FISI-NET-206;ALLE;NETZ-GRUND;Internet;SC;Was ist DS-Lite (Dual Stack Lite)?;Schnelles Internet;IPv6-Anschluss mit getunnelter IPv4-Anbindung;WLAN-Name;Verschlüsselungsstandard für VPN-Verbindungen;b;Oft problematisch bei Port-Freigaben für IPv4.;schwer;Zusatz;LF9
FISI-NET-207;ALLE;NETZ-GRUND;Dienste;SC;Was ist ein MX-Record?;IP-Zuweisung;DNS-Eintrag, der den zuständigen Mailserver angibt;Webserver-Link;Alias-Eintrag für eine Subdomain;b;Mail Exchanger.;mittel;Zusatz;LF9
FISI-NET-211;ALLE;NETZ-GRUND;WLAN;SC;Was ist ein Captive Portal?;Ein WLAN-Router;Webseite zur Anmeldung in einem öffentlichen WLAN;Verschlüsselungstyp;Firewall-Regel für Gastzugänge;b;Häufig in Hotels oder Flughäfen.;leicht;Zusatz;LF3
FISI-NET-214;ALLE;NETZ-GRUND;Protokolle;SC;Was macht das Protokoll Telnet?;Verschlüsselung;Unverschlüsselte Fernsteuerung von Computern;Dateitransfer;Protokoll zur Synchronisation von Verzeichnisdiensten;b;Veraltet und unsicher (durch SSH ersetzt).;leicht;Zusatz;LF9
FISI-NET-215;ALLE;NETZ-GRUND;Hardware;SC;Was ist ein Patchkabel?;Ein Router;Kurzes Netzwerkkabel zur Verbindung im Rack;Ein WLAN-Stick;Kabel zur Stromversorgung von Netzwerkgeräten;b;Verbindet z.B. Switch und Patchpanel.;leicht;Zusatz;LF3
FISI-NET-216;ALLE;NETZ-GRUND;Protokolle;SC;Was ist ICMP?;Mail-Protokoll;Protokoll für Status- und Fehlermeldungen im Netzwerk;Web-Protokoll;Protokoll zur Verschlüsselung von Datenpaketen;b;Wird z. B. von 'ping' und 'traceroute' genutzt.;mittel;Zusatz;LF9
FISI-NET-217;ALLE;NETZ-GRUND;Internet;SC;Was ist DSLAM?;Ein Router;Gegenstelle im Telefonnetz, die DSL-Signale bündelt;Ein WLAN-Name;Endgerät beim Kunden zur Einwahl ins Internet;b;Digital Subscriber Line Access Multiplexer.;schwer;Zusatz;LF9
FISI-NET-219;ALLE;NETZ-GRUND;Internet;SC;Was ist Vectoring?;Kabelanschluss;Technik zur Reduzierung von Störsignalen bei VDSL;WLAN-Verstärkung;Verfahren zur Bündelung mehrerer Internetanschlüsse;b;Erhöht die Bandbreite auf Kupferleitungen.;mittel;Zusatz;LF9
FISI-NET-220;ALLE;NETZ-GRUND;WLAN;SC;Was ist ein Repeater?;Ein Router;Gerät zur Reichweitenverlängerung eines WLAN-Signals;Ein Switch;Gerät zur Verschlüsselung des Funksignals;b;Empfängt das Signal und sendet es verstärkt weiter.;leicht;Zusatz;LF3
FISI-NET-221;ALLE;NETZ-GRUND;IP;SC;Was ist ein Subnetz?;Ein ganzer Provider;Teilbereich eines größeren IP-Netzwerks;Ein WLAN-Passwort;Physische Verkabelung eines Rechenzentrums;b;Wird durch die Subnetzmaske definiert.;leicht;Zusatz;LF3
FISI-NET-222;ALLE;NETZ-GRUND;IP;SC;Was ist die Loopback-Adresse (IPv6)?;127.0.0.1;::1;ff02::1;fe80::1;b;Entspricht 127.0.0.1 bei IPv4.;mittel;Zusatz;LF3
