id;fachrichtung;modul_id;thema;typ;frage;option_a;option_b;option_c;option_d;antwort;erklaerung;schwierigkeit;quelle;lernfeld
FISI-NET-252;FISI;FISI-NET;Monitoring;SC;Was ist der Zweck einer Traffic-Analyse (z. B. per NetFlow) im laufenden Netzwerkbetrieb?;Sie ersetzt die gesamte physische Verkabelung im Rechenzentrum durch eine rein softwarebasierte Übertragung der Daten;Sie unterbindet unverschlüsselte Datenübertragung innerhalb des gesamten internen Netzes;Sie zeigt, welche Verbindungen wie viel Datenvolumen verursachen, und hilft so, Engpässe frühzeitig zu erkennen;Sie vergibt neue, temporäre IP-Adressen an Geräte, die gerade aktiv Daten über das Netz senden;c;Traffic-Analyse-Verfahren wie NetFlow erfassen, welche Quellen/Ziele wie viel Datenvolumen erzeugen, und helfen so, Engpässe, ungewöhnliche Muster oder Kapazitätsprobleme frühzeitig zu erkennen.;mittel;IHK;LF11b
FISI-NET-253;FISI;FISI-NET;Monitoring;SC;Warum werden beim Netzwerk-Monitoring meist Schwellenwerte (Thresholds) für Warnmeldungen definiert?;Damit betroffene Netzwerkgeräte beim Erreichen des Schwellenwerts umgehend von selbst neu starten;Damit Datenverkehr, der über dem Schwellenwert liegt, unmittelbar durch das System selbstständig verworfen wird;Damit sich die Messintervalle des Monitoring-Systems im Laufe der Zeit von selbst verlängern;So löst das System selbstständig eine Meldung aus, sobald ein Messwert einen kritischen Bereich erreicht;d;Schwellenwerte lösen automatisch eine Warnung aus (z. B. per Mail oder Dashboard), sobald ein überwachter Wert wie Auslastung oder Fehlerrate eine kritische Marke erreicht – das erspart ständige manuelle Kontrolle.;leicht;IHK;LF11b
FISI-NET-254;FISI;FISI-NET;VLAN;SC;Was passiert beim VLAN-Trunking nach dem Standard IEEE 802.1Q zwischen zwei Switches?;Frames mehrerer VLANs werden über eine gemeinsame Verbindung übertragen und dabei mit einem VLAN-Tag versehen;Für ein einzelnes VLAN wird jeweils eine eigene physische Leitung zwischen den beiden Switches verlegt;Der Datenverkehr sämtlicher VLANs auf der gemeinsamen Trunk-Verbindung wird zusätzlich separat und durchgehend verschlüsselt;Die Trunk-Verbindung beschränkt sich aus technischen Gründen auf ein einziges gemeinsames VLAN im Netz;a;Ein 802.1Q-Trunk überträgt Frames mehrerer VLANs über eine einzige physische Verbindung, indem jedes Frame mit einem VLAN-Tag (VLAN-ID) versehen wird, damit der Empfänger es dem richtigen VLAN zuordnen kann.;mittel;IHK;LF11b
FISI-NET-255;FISI;FISI-NET;VLAN;SC;Wozu ist Inter-VLAN-Routing notwendig, wenn ein Netzwerk in mehrere VLANs aufgeteilt ist?;VLANs unterstützen technisch bedingt keine eigene IP-Adressierung, weshalb zusätzliches Routing benötigt wird;Geräte in unterschiedlichen VLANs erreichen sich standardmäßig nicht direkt, ein Layer-3-Gerät muss die Pakete weiterleiten;Geräte im selben VLAN könnten sich sonst untereinander nicht mehr über ihre MAC-Adresse erreichen;Innerhalb eines VLANs wäre demnach zu jedem Zeitpunkt höchstens ein aktives Gerät zulässig;b;"VLANs trennen Broadcast-Domänen auf Layer 2; damit Geräte aus unterschiedlichen VLANs trotzdem miteinander kommunizieren können, muss ein Router oder Layer-3-Switch die Pakete zwischen den VLANs weiterleiten.";mittel;IHK;LF11b
FISI-NET-256;FISI;FISI-NET;VLAN;SC;Welchen Sicherheitsvorteil bietet eine VLAN-Segmentierung in einem Unternehmensnetzwerk?;Sie schließt einen erfolgreichen Angriff auf ein Gerät im selben VLAN von vornherein auf technischer Ebene vollkommen aus;Sie macht eine zusätzliche Firewall im Netzwerk aus Sicht vieler Administratoren überflüssig;Sie begrenzt Broadcast-Domänen und erschwert es, dass sich ein Angriff über das gesamte Netz ausbreitet;Sie bewirkt, dass der komplette Datenverkehr im Netz durchgehend verschlüsselt abläuft;c;Durch VLAN-Segmentierung werden Geräte logisch getrennt, sodass ein kompromittiertes Gerät oder ein Angriff sich nicht ungehindert über das komplette Netz ausbreiten kann – ersetzt aber keine Firewall oder Verschlüsselung.;mittel;IHK;LF11b
FISI-NET-257;FISI;FISI-NET;Routing;SC;Was versteht man unter der Metrik eines Routing-Protokolls?;Die Höchstzahl an Endgeräten, die insgesamt an einen einzelnen Router direkt angeschlossen werden dürfen;Die tatsächliche physische Entfernung in Metern zwischen zwei direkt verbundenen Routerstandorten;Die Zahl der Benutzerkonten, die zur gleichen Zeit am Router zur Verwaltung angemeldet sein dürfen;Einen Vergleichswert, anhand dessen ein Router unter mehreren möglichen Wegen den aus seiner Sicht besten Pfad auswählt;d;Die Metrik ist ein Vergleichswert (z. B. Hop-Count, Bandbreite, Kosten), anhand dessen ein Routing-Protokoll bei mehreren möglichen Wegen den aus seiner Sicht besten Pfad zum Ziel bestimmt.;mittel;IHK;LF11b
FISI-NET-258;FISI;FISI-NET;Routing;SC;Worin unterscheiden sich Distanzvektor- und Link-State-Routing-Protokolle grundsätzlich?;Distanzvektor-Protokolle tauschen nur Nachbarinformationen aus, Link-State-Protokolle kennen die komplette Netzwerktopologie;Distanzvektor-Protokolle sind aus technischen Gründen auf den Betrieb innerhalb eines einzelnen VLANs beschränkt;Link-State-Protokolle benötigen zu Beginn deutlich weniger Konfigurationsaufwand durch das zuständige Fachpersonal vor Ort;Beide Protokolltypen bestimmen die Route eines Pakets direkt anhand seiner Ziel-IP-Adresse im Paket-Header;a;Distanzvektor-Protokolle (z. B. RIP) kennen nur, was ihre direkten Nachbarn ihnen mitteilen, während Link-State-Protokolle (z. B. OSPF) sich ein vollständiges Bild der Topologie aufbauen und darauf basierend Wege berechnen.;schwer;IHK;LF11b
FISI-NET-259;FISI;FISI-NET;Routing;SC;Wann greift eine Default-Route (Standardroute) auf einem Router?;Wenn der Router seit dem allerletzten Neustart noch kein einziges Paket weitergeleitet hat;Wenn für das Ziel eines Pakets kein passender, spezifischerer Eintrag in der Routing-Tabelle vorhanden ist;Wenn Broadcast-Pakete innerhalb desselben Subnetzes über die lokale Verbindung übertragen werden;Wenn zwei unterschiedliche Routing-Protokolle zur selben Zeit parallel auf demselben Router aktiv und konfiguriert sind;b;Die Default-Route dient als Auffangregel: Findet der Router für das Ziel eines Pakets keinen passenderen, spezifischeren Eintrag, wird das Paket über die Default-Route weitergeleitet (häufig Richtung Internet-Anbindung).;leicht;IHK;LF11b
FISI-NET-260;FISI;FISI-NET;Protokolle;SC;Welche vier Schritte umfasst der klassische DHCP-Ablauf (DORA) beim Zuweisen einer IP-Adresse?;Der Client legt seine IP-Adresse eigenständig fest und trägt sie anschließend manuell in die Konfiguration des Servers ein;Ein Administrator ordnet die Adresse von Hand zu, nachdem der Client eine formlose Anfrage gestellt hat;Discover, Offer, Request, Acknowledge – der Client sucht einen Server, erhält ein Angebot, fordert es an und bekommt die Bestätigung;Der Client erfragt direkt bei jedem Neustart des Systems eine freie IP-Adresse beim zuständigen DNS-Server;c;DORA steht für Discover (Client sucht Server), Offer (Server bietet Adresse an), Request (Client fordert diese Adresse an) und Acknowledge (Server bestätigt die Zuweisung) – so läuft die dynamische IP-Vergabe per DHCP ab.;leicht;IHK;LF11b
FISI-NET-261;FISI;FISI-NET;Protokolle;SC;Was passiert bei der rekursiven DNS-Auflösung eines Hostnamens, wenn der eigene DNS-Server die Antwort nicht im Cache hat?;Der Client erhält umgehend eine Fehlermeldung und muss die passende Adresse selbst manuell eintragen;Der Server erzeugt eine zufällig gewählte, technisch beliebige IP-Adresse, wenn kein passender Eintrag existiert;Die Anfrage bleibt unbeantwortet liegen, bis ein Administrator den Cache des Servers manuell neu startet;Der Server fragt schrittweise andere Nameserver (Root, TLD, autoritativ) ab und liefert dem Client erst dann das Ergebnis;d;Bei rekursiver Auflösung übernimmt der angefragte DNS-Server die komplette Suche für den Client: er fragt nacheinander Root-, TLD- und autoritative Nameserver ab und liefert dem Client am Ende das fertige Ergebnis.;mittel;IHK;LF11b
FISI-NET-262;FISI;FISI-NET;Protokolle;SC;Wozu dient das Network Time Protocol (NTP) in einer Netzwerkinfrastruktur?;Es gleicht die Systemzeit verschiedener Geräte über das Netzwerk mit einer gemeinsamen, genauen Zeitquelle ab;Es zeichnet die Auslastung sämtlicher Netzwerkverbindungen in Echtzeit auf und speichert sie;Es vergibt beim Systemstart der Geräte jeweils ein zufällig erzeugtes neues Benutzerkennwort;Es verschlüsselt die Verbindung zwischen zwei Geräten für die gesamte Dauer einer laufenden, aktiven Sitzung im Netz;a;NTP gleicht die Systemuhren von Servern, Routern und anderen Geräten regelmäßig mit einer genauen Referenzzeitquelle ab – wichtig unter anderem für korrekte Protokoll-Zeitstempel und Zertifikatsprüfungen.;leicht;IHK;LF11b
